,longer_beginning,longer_ending,has_author,has_equation,jupyter_prop,output_cell_prop,markdown_prop,num_contrib,image_prop,is_education,has_links,has_comments,md_frequency,has_title,num_commits,md_format,non_exec_prop,exec_inorder,exec_skips,has_error,has_export,num_functions,has_test,num_headers,has_param,num_stars
has_links,0.2979389645786699,0.31292896912046164,0.12136321135303496,0.14063253623681005,-0.08925140379008414,0.032685860001488626,0.3631220282846113,0.006491306210620963,-0.2059615958395988,0.41612731374064954,1,0.056999648733348125,0.029184761651429747,0.1316830729456184,0.06983764404985127,0.5222252376054816,0.11050140370311119,-0.024912944398716327,0.022918673549753986,-0.027243405043658075,-0.016539805560137916,0.056823149371132,-0.08074709241032631,0.27249290118094766,0.01130610120527395,0.0075915856631961825
has_comments,0.12469961986514606,-0.007992608461737091,0.025187201820495317,0.031821099865377976,-0.020182264684774843,0.02990296462063791,-0.04527738763454161,-0.05794912486523326,0.003048379725026986,0.0250310699459158,0.056999648733348125,1,0.09888871062775766,0.003547076652526306,0.0701656751966587,0.04332355095634749,0.015399596409722828,0.024270612536891167,0.08521317653372566,0.09771674640440932,0.14910479038774538,0.1461789719766037,0.027070896231248656,0.07353843040307469,0.030906368599970056,-0.118446105851651
md_frequency,0.3080581127208322,0.1623408112816712,-0.029815302799905744,0.08692111511053476,0.008889761293640948,0.1098615110696211,0.1767359618406554,0.012669520580658282,0.02967369033612262,0.12989606626956274,0.029184761651429747,0.09888871062775766,1,0.1336274739453109,-0.015921973947033156,0.0319360945372488,-0.001390476040610431,0.014611493277589108,-0.10116606182880396,-0.04543925246986568,-0.01818079388720097,0.14168903639729655,0.12414815990068662,0.0270105056596905,-0.03524663441727757,-0.12778764393393593
has_title,0.1559847346955457,0.0925511664809537,0.060401020207476376,0.026681420789928023,-0.030823944610838927,-0.011053394626641488,0.23041855415409632,-0.019909205377806886,-0.15557317832424905,0.06052054387999568,0.1316830729456184,0.003547076652526306,0.1336274739453109,1,-0.03464743828324204,0.11600869288331651,-0.010995656092943088,0.07056944064339012,-0.03017474691936564,-0.029607076955140834,0.02080852791820452,0.0780131030338024,-0.054036414310811506,0.0917249096154361,-0.0022157058270613245,-0.05735385391634077
num_commits,0.01127585587290973,0.05174245951225577,0.10596384679350519,0.07399780070444635,-0.11943970195994555,-0.012689845656386202,0.016832934829421112,0.23949312897961075,0.011429352612699636,0.07554941442724475,0.06983764404985127,0.0701656751966587,-0.015921973947033156,-0.03464743828324204,1,0.11583619286561685,0.042386153696068886,-0.029598712720192665,0.053901207624421105,0.016703896021087447,0.11320922186871786,0.0573611693709818,-0.00296697561873415,0.09473172990775376,-0.0264029628488537,0.058520757125630644
md_format,0.22368034249549393,0.2777624927393773,0.10262155161491922,0.22495614191950705,-0.07759893958783859,-0.05180580419563891,0.35944640983028314,0.058110200250105236,-0.11846664620850207,0.44075563349772334,0.5222252376054816,0.04332355095634749,0.0319360945372488,0.11600869288331651,0.11583619286561685,1,0.16174635826893766,-0.007687009833049565,-0.01563695943781245,-0.026665151583630833,-0.013752137102149273,0.07389442215807258,0.1095322040828648,0.28281562815067735,-0.0014436373506132591,0.045761355397057286
non_exec_prop,0.0509867955490513,0.08165841081110586,0.0013768568296396834,0.01646212929547931,-0.002742530930328316,-0.38515305898854335,0.041674094453967477,0.1411892535751631,-0.17232150946161048,0.1252578406261171,0.11050140370311119,0.015399596409722828,-0.001390476040610431,-0.010995656092943088,0.042386153696068886,0.16174635826893766,1,0.03645575816689208,-0.1261292405438663,-0.04502989039808695,-0.03714853876241062,0.0021170532766716993,0.016299810201603097,0.06548745392799804,0.02507575149959709,0.03890623778752493
exec_inorder,-0.010737280256454007,0.021958531379118663,-0.017493849605230503,0.01291905237756252,-0.024244088552841908,-0.03776397821543058,0.012462979921507304,0.010782071809985066,-0.03471797634603704,1.2571034778087713e-05,-0.024912944398716327,0.024270612536891167,0.014611493277589108,0.07056944064339012,-0.029598712720192665,-0.007687009833049565,0.03645575816689208,1,-0.26226401008736105,-0.060425574231816236,-0.030789061641711177,0.024513330689115837,-0.003037814543675092,0.03529566679895271,0.02727898730744673,0.005256140732000951
exec_skips,-0.08624277941758732,-0.001999355344374209,0.0728698430393827,0.030346616278956247,0.007221753936252286,0.059352901730348,-0.043427116389842986,-0.06781153211286735,0.06045951148392622,-0.002500651958792815,0.022918673549753986,0.08521317653372566,-0.10116606182880396,-0.03017474691936564,0.053901207624421105,-0.01563695943781245,-0.1261292405438663,-0.26226401008736105,1,0.09426905688207168,0.07204208735315445,0.061487697776312786,-0.021822475768048466,0.016747383666844636,0.007279829333630389,-0.01053805757712231
has_error,-0.005060930461587097,-0.06864085032247697,-0.020271675787534686,-0.04375247460538965,-0.0015740006362382842,0.005086305642010453,-0.09661219498043706,-0.02703063435680346,-0.09893796165525866,-0.033757791844417497,-0.027243405043658075,0.09771674640440932,-0.04543925246986568,-0.029607076955140834,0.016703896021087447,-0.026665151583630833,-0.04502989039808695,-0.060425574231816236,0.09426905688207168,1,0.07775015533274827,0.09295819062187932,0.06172492780165355,0.04780584451370479,0.027722633418642513,-0.041324865091122584
has_export,-0.10184936985594087,0.02357294057383283,-0.011231315210906211,-0.062180861956164166,-0.10662879463333884,-0.15586996366915995,-0.08327309248942874,0.017646746823523143,-0.004157540642603841,-0.0746939660950207,-0.016539805560137916,0.14910479038774538,-0.01818079388720097,0.02080852791820452,0.11320922186871786,-0.013752137102149273,-0.03714853876241062,-0.030789061641711177,0.07204208735315445,0.07775015533274827,1,0.20315180374880076,0.11271348132378203,0.03290176561547539,0.013091261914848856,-0.0766479449547836
num_functions,0.07408026616316415,0.07867347391249342,-0.05937024961902225,0.043062133709176414,-0.03800176313880442,-0.07761394874445467,0.04099845868320424,0.006115089974281092,-0.04309100536560833,0.09832499971718195,0.056823149371132,0.1461789719766037,0.14168903639729655,0.0780131030338024,0.0573611693709818,0.07389442215807258,0.0021170532766716993,0.024513330689115837,0.061487697776312786,0.09295819062187932,0.20315180374880076,1,0.23344596391459807,0.15547077765242912,-0.006597170015907122,-0.09004356049478104
has_test,-0.043169623307387904,0.02250221778968316,-0.04127833070770191,0.14752751502527617,-0.060785161628133834,-0.0466013436470738,-0.0963070132235719,-0.049537962640682325,0.04953755105491569,0.12549279255470913,-0.08074709241032631,0.027070896231248656,0.12414815990068662,-0.054036414310811506,-0.00296697561873415,0.1095322040828648,0.016299810201603097,-0.003037814543675092,-0.021822475768048466,0.06172492780165355,0.11271348132378203,0.23344596391459807,1,0.033001823769760484,-0.02254506830649531,-0.05075626662287316
num_headers,0.14255323725523855,0.2111523677354693,0.07649938588476296,0.10135218785357214,-0.1323158690002725,0.06626289663782332,0.3008508846978609,-0.011862563208543567,-0.06698085349264765,0.26520165530463125,0.27249290118094766,0.07353843040307469,0.0270105056596905,0.0917249096154361,0.09473172990775376,0.28281562815067735,0.06548745392799804,0.03529566679895271,0.016747383666844636,0.04780584451370479,0.03290176561547539,0.15547077765242912,0.033001823769760484,1,-0.004687533083709011,-0.011318262480237313
has_param,-0.03639028185395952,-0.04635021845520109,-0.00939689860155042,0.03340650231164702,-0.04256080583412168,-0.05908618800415155,-0.04876077609876106,0.026944235674145216,-0.010256591714543309,-0.044692789696850053,0.01130610120527395,0.030906368599970056,-0.03524663441727757,-0.0022157058270613245,-0.0264029628488537,-0.0014436373506132591,0.02507575149959709,0.02727898730744673,0.007279829333630389,0.027722633418642513,0.013091261914848856,-0.006597170015907122,-0.02254506830649531,-0.004687533083709011,1,0.02492609154429097
num_stars,-0.11389097877729343,-0.034988605722030094,0.02139432094319414,-0.024494342810427748,-0.10983149017641854,0.006190928106978836,-0.005782875725684059,0.42060992972742944,-0.05701949331831769,0.04844744633078737,0.0075915856631961825,-0.118446105851651,-0.12778764393393593,-0.05735385391634077,0.058520757125630644,0.045761355397057286,0.03890623778752493,0.005256140732000951,-0.01053805757712231,-0.041324865091122584,-0.0766479449547836,-0.09004356049478104,-0.05075626662287316,-0.011318262480237313,0.02492609154429097,1
