,support,itemsets,length
124,0.587149187592319,"frozenset({'has_export_F', 'has_error_F'})",2
125,0.7311669128508124,"frozenset({'num_functions_lower', 'has_error_F'})",2
126,0.8397341211225997,"frozenset({'has_error_F', 'has_test_F'})",2
127,0.8316100443131462,"frozenset({'has_error_F', 'has_param_F'})",2
128,0.8020679468242246,"frozenset({'num_stars_lower', 'has_error_F'})",2
129,0.6078286558345642,"frozenset({'num_functions_lower', 'has_export_F'})",2
130,0.689807976366322,"frozenset({'has_export_F', 'has_test_F'})",2
131,0.6824224519940916,"frozenset({'has_export_F', 'has_param_F'})",2
132,0.6654357459379616,"frozenset({'num_stars_lower', 'has_export_F'})",2
133,0.8508124076809453,"frozenset({'num_functions_lower', 'has_test_F'})",2
134,0.8412112259970458,"frozenset({'num_functions_lower', 'has_param_F'})",2
135,0.8146233382570163,"frozenset({'num_stars_lower', 'num_functions_lower'})",2
136,0.9881831610044313,"frozenset({'has_test_F', 'has_param_F'})",2
137,0.9586410635155096,"frozenset({'num_stars_lower', 'has_test_F'})",2
138,0.948301329394387,"frozenset({'num_stars_lower', 'has_param_F'})",2
139,0.6129985228951256,"frozenset({'jupyter_prop_high', 'num_contrib_lower', 'has_author_F'})",3
140,0.6085672082717873,"frozenset({'jupyter_prop_high', 'is_education_F', 'has_author_F'})",3
141,0.5251107828655834,"frozenset({'jupyter_prop_high', 'num_commits_lower', 'has_author_F'})",3
142,0.6211225997045791,"frozenset({'jupyter_prop_high', 'non_exec_prop_lower', 'has_author_F'})",3
143,0.6004431314623339,"frozenset({'jupyter_prop_high', 'exec_inorder_higher', 'has_author_F'})",3
144,0.585672082717873,"frozenset({'exec_skips_lower', 'jupyter_prop_high', 'has_author_F'})",3
145,0.552437223042836,"frozenset({'jupyter_prop_high', 'has_error_F', 'has_author_F'})",3
146,0.5797636632200887,"frozenset({'num_functions_lower', 'jupyter_prop_high', 'has_author_F'})",3
147,0.6698670605612999,"frozenset({'jupyter_prop_high', 'has_test_F', 'has_author_F'})",3
148,0.6602658788774003,"frozenset({'jupyter_prop_high', 'has_param_F', 'has_author_F'})",3
149,0.655096011816839,"frozenset({'num_stars_lower', 'jupyter_prop_high', 'has_author_F'})",3
150,0.5384047267355982,"frozenset({'num_contrib_lower', 'output_cell_prop_med', 'has_author_F'})",3
151,0.5228951255539144,"frozenset({'is_education_F', 'output_cell_prop_med', 'has_author_F'})",3
152,0.5790251107828656,"frozenset({'non_exec_prop_lower', 'output_cell_prop_med', 'has_author_F'})",3
153,0.5140324963072378,"frozenset({'exec_inorder_higher', 'output_cell_prop_med', 'has_author_F'})",3
154,0.5029542097488922,"frozenset({'num_functions_lower', 'output_cell_prop_med', 'has_author_F'})",3
155,0.5827178729689808,"frozenset({'has_test_F', 'output_cell_prop_med', 'has_author_F'})",3
156,0.5760709010339734,"frozenset({'output_cell_prop_med', 'has_param_F', 'has_author_F'})",3
157,0.5620384047267356,"frozenset({'num_stars_lower', 'output_cell_prop_med', 'has_author_F'})",3
158,0.5960118168389956,"frozenset({'num_contrib_lower', 'image_prop_low', 'has_author_F'})",3
159,0.8020679468242246,"frozenset({'num_contrib_lower', 'is_education_F', 'has_author_F'})",3
160,0.6122599704579025,"frozenset({'num_contrib_lower', 'has_comments_T', 'has_author_F'})",3
161,0.7038404726735599,"frozenset({'num_commits_lower', 'num_contrib_lower', 'has_author_F'})",3
162,0.8353028064992615,"frozenset({'non_exec_prop_lower', 'num_contrib_lower', 'has_author_F'})",3
163,0.7983751846381093,"frozenset({'exec_inorder_higher', 'num_contrib_lower', 'has_author_F'})",3
164,0.7784342688330872,"frozenset({'exec_skips_lower', 'num_contrib_lower', 'has_author_F'})",3
165,0.7511078286558346,"frozenset({'has_error_F', 'num_contrib_lower', 'has_author_F'})",3
166,0.6403249630723782,"frozenset({'has_export_F', 'num_contrib_lower', 'has_author_F'})",3
167,0.7688330871491876,"frozenset({'num_functions_lower', 'num_contrib_lower', 'has_author_F'})",3
168,0.9039881831610044,"frozenset({'has_test_F', 'num_contrib_lower', 'has_author_F'})",3
169,0.8936484490398818,"frozenset({'num_contrib_lower', 'has_param_F', 'has_author_F'})",3
170,0.8692762186115214,"frozenset({'num_stars_lower', 'num_contrib_lower', 'has_author_F'})",3
171,0.5915805022156573,"frozenset({'is_education_F', 'image_prop_low', 'has_author_F'})",3
172,0.534711964549483,"frozenset({'num_commits_lower', 'image_prop_low', 'has_author_F'})",3
173,0.5967503692762186,"frozenset({'non_exec_prop_lower', 'image_prop_low', 'has_author_F'})",3
174,0.6026587887740029,"frozenset({'exec_inorder_higher', 'image_prop_low', 'has_author_F'})",3
175,0.5960118168389956,"frozenset({'exec_skips_lower', 'image_prop_low', 'has_author_F'})",3
176,0.5590841949778435,"frozenset({'has_error_F', 'image_prop_low', 'has_author_F'})",3
177,0.5731166912850812,"frozenset({'num_functions_lower', 'image_prop_low', 'has_author_F'})",3
178,0.6669128508124077,"frozenset({'has_test_F', 'image_prop_low', 'has_author_F'})",3
179,0.6610044313146234,"frozenset({'has_param_F', 'image_prop_low', 'has_author_F'})",3
180,0.6373707533234859,"frozenset({'num_stars_lower', 'image_prop_low', 'has_author_F'})",3
181,0.5974889217134417,"frozenset({'is_education_F', 'has_comments_T', 'has_author_F'})",3
182,0.6750369276218612,"frozenset({'num_commits_lower', 'is_education_F', 'has_author_F'})",3
183,0.8197932053175776,"frozenset({'non_exec_prop_lower', 'is_education_F', 'has_author_F'})",3
184,0.7821270310192023,"frozenset({'exec_inorder_higher', 'is_education_F', 'has_author_F'})",3
185,0.7644017725258493,"frozenset({'exec_skips_lower', 'is_education_F', 'has_author_F'})",3
186,0.7378138847858198,"frozenset({'has_error_F', 'is_education_F', 'has_author_F'})",3
187,0.6078286558345642,"frozenset({'has_export_F', 'is_education_F', 'has_author_F'})",3
188,0.7474150664697193,"frozenset({'num_functions_lower', 'is_education_F', 'has_author_F'})",3
189,0.8825701624815362,"frozenset({'has_test_F', 'is_education_F', 'has_author_F'})",3
190,0.8729689807976366,"frozenset({'is_education_F', 'has_param_F', 'has_author_F'})",3
191,0.8581979320531757,"frozenset({'num_stars_lower', 'is_education_F', 'has_author_F'})",3
192,0.6122599704579025,"frozenset({'non_exec_prop_lower', 'has_comments_T', 'has_author_F'})",3
193,0.5893648449039882,"frozenset({'exec_inorder_higher', 'has_comments_T', 'has_author_F'})",3
194,0.5716395864106352,"frozenset({'exec_skips_lower', 'has_comments_T', 'has_author_F'})",3
195,0.5576070901033974,"frozenset({'has_error_F', 'has_comments_T', 'has_author_F'})",3
196,0.551698670605613,"frozenset({'num_functions_lower', 'has_comments_T', 'has_author_F'})",3
197,0.6691285081240768,"frozenset({'has_test_F', 'has_comments_T', 'has_author_F'})",3
198,0.6624815361890695,"frozenset({'has_param_F', 'has_comments_T', 'has_author_F'})",3
199,0.6373707533234859,"frozenset({'num_stars_lower', 'has_comments_T', 'has_author_F'})",3
200,0.706794682422452,"frozenset({'non_exec_prop_lower', 'num_commits_lower', 'has_author_F'})",3
201,0.6802067946824224,"frozenset({'exec_inorder_higher', 'num_commits_lower', 'has_author_F'})",3
202,0.6750369276218612,"frozenset({'exec_skips_lower', 'num_commits_lower', 'has_author_F'})",3
203,0.6344165435745938,"frozenset({'has_error_F', 'num_commits_lower', 'has_author_F'})",3
204,0.5324963072378139,"frozenset({'has_export_F', 'num_commits_lower', 'has_author_F'})",3
205,0.6484490398818316,"frozenset({'num_functions_lower', 'num_commits_lower', 'has_author_F'})",3
206,0.7607090103397341,"frozenset({'has_test_F', 'num_commits_lower', 'has_author_F'})",3
207,0.7511078286558346,"frozenset({'num_commits_lower', 'has_param_F', 'has_author_F'})",3
208,0.7259970457902511,"frozenset({'num_stars_lower', 'num_commits_lower', 'has_author_F'})",3
209,0.808714918759232,"frozenset({'exec_inorder_higher', 'non_exec_prop_lower', 'has_author_F'})",3
210,0.7872968980797637,"frozenset({'exec_skips_lower', 'non_exec_prop_lower', 'has_author_F'})",3
211,0.7614475627769571,"frozenset({'has_error_F', 'non_exec_prop_lower', 'has_author_F'})",3
212,0.6425406203840472,"frozenset({'has_export_F', 'non_exec_prop_lower', 'has_author_F'})",3
213,0.792466765140325,"frozenset({'num_functions_lower', 'non_exec_prop_lower', 'has_author_F'})",3
214,0.9165435745937962,"frozenset({'non_exec_prop_lower', 'has_test_F', 'has_author_F'})",3
215,0.9054652880354506,"frozenset({'non_exec_prop_lower', 'has_param_F', 'has_author_F'})",3
216,0.8774002954209749,"frozenset({'num_stars_lower', 'non_exec_prop_lower', 'has_author_F'})",3
217,0.7909896602658789,"frozenset({'exec_skips_lower', 'exec_inorder_higher', 'has_author_F'})",3
218,0.7592319054652881,"frozenset({'exec_inorder_higher', 'has_error_F', 'has_author_F'})",3
219,0.6063515509601182,"frozenset({'has_export_F', 'exec_inorder_higher', 'has_author_F'})",3
220,0.757754800590842,"frozenset({'num_functions_lower', 'exec_inorder_higher', 'has_author_F'})",3
221,0.880354505169867,"frozenset({'exec_inorder_higher', 'has_test_F', 'has_author_F'})",3
222,0.8707533234859675,"frozenset({'exec_inorder_higher', 'has_param_F', 'has_author_F'})",3
223,0.8463810930576071,"frozenset({'num_stars_lower', 'exec_inorder_higher', 'has_author_F'})",3
224,0.7444608567208272,"frozenset({'exec_skips_lower', 'has_error_F', 'has_author_F'})",3
225,0.6063515509601182,"frozenset({'exec_skips_lower', 'has_export_F', 'has_author_F'})",3
226,0.7503692762186115,"frozenset({'num_functions_lower', 'exec_skips_lower', 'has_author_F'})",3
227,0.8611521418020679,"frozenset({'exec_skips_lower', 'has_test_F', 'has_author_F'})",3
228,0.8552437223042836,"frozenset({'exec_skips_lower', 'has_param_F', 'has_author_F'})",3
229,0.8234859675036927,"frozenset({'num_stars_lower', 'exec_skips_lower', 'has_author_F'})",3
230,0.5864106351550961,"frozenset({'has_export_F', 'has_error_F', 'has_author_F'})",3
231,0.7296898079763663,"frozenset({'num_functions_lower', 'has_error_F', 'has_author_F'})",3
232,0.8330871491875923,"frozenset({'has_error_F', 'has_test_F', 'has_author_F'})",3
233,0.8249630723781388,"frozenset({'has_error_F', 'has_param_F', 'has_author_F'})",3
234,0.7954209748892171,"frozenset({'num_stars_lower', 'has_error_F', 'has_author_F'})",3
235,0.6070901033973413,"frozenset({'num_functions_lower', 'has_export_F', 'has_author_F'})",3
236,0.6883308714918759,"frozenset({'has_export_F', 'has_test_F', 'has_author_F'})",3
237,0.6809453471196455,"frozenset({'has_export_F', 'has_param_F', 'has_author_F'})",3
238,0.6639586410635155,"frozenset({'num_stars_lower', 'has_export_F', 'has_author_F'})",3
239,0.8485967503692762,"frozenset({'num_functions_lower', 'has_test_F', 'has_author_F'})",3
240,0.8389955686853766,"frozenset({'num_functions_lower', 'has_param_F', 'has_author_F'})",3
241,0.8124076809453471,"frozenset({'num_stars_lower', 'num_functions_lower', 'has_author_F'})",3
242,0.9793205317577548,"frozenset({'has_test_F', 'has_param_F', 'has_author_F'})",3
243,0.9497784342688331,"frozenset({'num_stars_lower', 'has_test_F', 'has_author_F'})",3
244,0.9394387001477105,"frozenset({'num_stars_lower', 'has_param_F', 'has_author_F'})",3
245,0.5568685376661743,"frozenset({'jupyter_prop_high', 'is_education_F', 'num_contrib_lower'})",3
246,0.5709010339734121,"frozenset({'jupyter_prop_high', 'non_exec_prop_lower', 'num_contrib_lower'})",3
247,0.5465288035450517,"frozenset({'jupyter_prop_high', 'exec_inorder_higher', 'num_contrib_lower'})",3
248,0.5324963072378139,"frozenset({'exec_skips_lower', 'jupyter_prop_high', 'num_contrib_lower'})",3
249,0.5,"frozenset({'jupyter_prop_high', 'has_error_F', 'num_contrib_lower'})",3
250,0.5302806499261448,"frozenset({'num_functions_lower', 'jupyter_prop_high', 'num_contrib_lower'})",3
251,0.6152141802067946,"frozenset({'jupyter_prop_high', 'has_test_F', 'num_contrib_lower'})",3
252,0.6056129985228951,"frozenset({'jupyter_prop_high', 'has_param_F', 'num_contrib_lower'})",3
253,0.6026587887740029,"frozenset({'num_stars_lower', 'jupyter_prop_high', 'num_contrib_lower'})",3
254,0.5709010339734121,"frozenset({'jupyter_prop_high', 'non_exec_prop_lower', 'is_education_F'})",3
255,0.5450516986706057,"frozenset({'jupyter_prop_high', 'is_education_F', 'exec_inorder_higher'})",3
256,0.5332348596750369,"frozenset({'exec_skips_lower', 'jupyter_prop_high', 'is_education_F'})",3
257,0.5007385524372231,"frozenset({'jupyter_prop_high', 'has_error_F', 'is_education_F'})",3
258,0.5236336779911374,"frozenset({'num_functions_lower', 'jupyter_prop_high', 'is_education_F'})",3
259,0.6107828655834564,"frozenset({'has_test_F', 'jupyter_prop_high', 'is_education_F'})",3
260,0.6019202363367799,"frozenset({'jupyter_prop_high', 'is_education_F', 'has_param_F'})",3
261,0.6004431314623339,"frozenset({'num_stars_lower', 'jupyter_prop_high', 'is_education_F'})",3
262,0.5273264401772526,"frozenset({'has_test_F', 'jupyter_prop_high', 'num_commits_lower'})",3
263,0.518463810930576,"frozenset({'jupyter_prop_high', 'num_commits_lower', 'has_param_F'})",3
264,0.5140324963072378,"frozenset({'num_stars_lower', 'jupyter_prop_high', 'num_commits_lower'})",3
265,0.5561299852289513,"frozenset({'jupyter_prop_high', 'non_exec_prop_lower', 'exec_inorder_higher'})",3
266,0.5391432791728212,"frozenset({'exec_skips_lower', 'jupyter_prop_high', 'non_exec_prop_lower'})",3
267,0.5081240768094535,"frozenset({'jupyter_prop_high', 'has_error_F', 'non_exec_prop_lower'})",3
268,0.5406203840472673,"frozenset({'num_functions_lower', 'jupyter_prop_high', 'non_exec_prop_lower'})",3
269,0.6233382570162481,"frozenset({'jupyter_prop_high', 'non_exec_prop_lower', 'has_test_F'})",3
270,0.6137370753323486,"frozenset({'jupyter_prop_high', 'non_exec_prop_lower', 'has_param_F'})",3
271,0.6085672082717873,"frozenset({'num_stars_lower', 'jupyter_prop_high', 'non_exec_prop_lower'})",3
272,0.5413589364844904,"frozenset({'exec_skips_lower', 'jupyter_prop_high', 'exec_inorder_higher'})",3
273,0.5103397341211225,"frozenset({'jupyter_prop_high', 'has_error_F', 'exec_inorder_higher'})",3
274,0.5236336779911374,"frozenset({'num_functions_lower', 'jupyter_prop_high', 'exec_inorder_higher'})",3
275,0.6026587887740029,"frozenset({'jupyter_prop_high', 'has_test_F', 'exec_inorder_higher'})",3
276,0.5937961595273265,"frozenset({'jupyter_prop_high', 'has_param_F', 'exec_inorder_higher'})",3
277,0.5878877400295421,"frozenset({'num_stars_lower', 'jupyter_prop_high', 'exec_inorder_higher'})",3
278,0.5199409158050221,"frozenset({'num_functions_lower', 'exec_skips_lower', 'jupyter_prop_high'})",3
279,0.5878877400295421,"frozenset({'exec_skips_lower', 'jupyter_prop_high', 'has_test_F'})",3
280,0.5827178729689808,"frozenset({'exec_skips_lower', 'jupyter_prop_high', 'has_param_F'})",3
281,0.5738552437223042,"frozenset({'num_stars_lower', 'exec_skips_lower', 'jupyter_prop_high'})",3
282,0.5546528803545052,"frozenset({'jupyter_prop_high', 'has_error_F', 'has_test_F'})",3
283,0.5472673559822747,"frozenset({'jupyter_prop_high', 'has_error_F', 'has_param_F'})",3
284,0.5406203840472673,"frozenset({'num_stars_lower', 'jupyter_prop_high', 'has_error_F'})",3
285,0.5812407680945347,"frozenset({'num_functions_lower', 'jupyter_prop_high', 'has_test_F'})",3
286,0.5716395864106352,"frozenset({'num_functions_lower', 'jupyter_prop_high', 'has_param_F'})",3
287,0.5672082717872969,"frozenset({'num_stars_lower', 'jupyter_prop_high', 'num_functions_lower'})",3
288,0.6624815361890695,"frozenset({'jupyter_prop_high', 'has_test_F', 'has_param_F'})",3
289,0.6573116691285081,"frozenset({'num_stars_lower', 'jupyter_prop_high', 'has_test_F'})",3
290,0.6477104874446086,"frozenset({'num_stars_lower', 'jupyter_prop_high', 'has_param_F'})",3
291,0.5376661742983752,"frozenset({'non_exec_prop_lower', 'output_cell_prop_med', 'num_contrib_lower'})",3
292,0.5413589364844904,"frozenset({'has_test_F', 'output_cell_prop_med', 'num_contrib_lower'})",3
293,0.534711964549483,"frozenset({'output_cell_prop_med', 'has_param_F', 'num_contrib_lower'})",3
294,0.5228951255539144,"frozenset({'num_stars_lower', 'output_cell_prop_med', 'num_contrib_lower'})",3
295,0.5221565731166913,"frozenset({'non_exec_prop_lower', 'is_education_F', 'output_cell_prop_med'})",3
296,0.5265878877400295,"frozenset({'output_cell_prop_med', 'has_test_F', 'is_education_F'})",3
297,0.5206794682422452,"frozenset({'output_cell_prop_med', 'is_education_F', 'has_param_F'})",3
298,0.516248153618907,"frozenset({'num_stars_lower', 'is_education_F', 'output_cell_prop_med'})",3
299,0.5125553914327917,"frozenset({'non_exec_prop_lower', 'output_cell_prop_med', 'exec_inorder_higher'})",3
300,0.5007385524372231,"frozenset({'num_functions_lower', 'non_exec_prop_lower', 'output_cell_prop_med'})",3
301,0.5819793205317577,"frozenset({'non_exec_prop_lower', 'has_test_F', 'output_cell_prop_med'})",3
302,0.5753323485967504,"frozenset({'output_cell_prop_med', 'non_exec_prop_lower', 'has_param_F'})",3
303,0.5612998522895125,"frozenset({'num_stars_lower', 'non_exec_prop_lower', 'output_cell_prop_med'})",3
304,0.51698670605613,"frozenset({'has_test_F', 'output_cell_prop_med', 'exec_inorder_higher'})",3
305,0.5103397341211225,"frozenset({'output_cell_prop_med', 'has_param_F', 'exec_inorder_higher'})",3
306,0.5,"frozenset({'num_stars_lower', 'output_cell_prop_med', 'exec_inorder_higher'})",3
307,0.5036927621861153,"frozenset({'num_functions_lower', 'has_test_F', 'output_cell_prop_med'})",3
308,0.5797636632200887,"frozenset({'output_cell_prop_med', 'has_test_F', 'has_param_F'})",3
309,0.5657311669128509,"frozenset({'num_stars_lower', 'has_test_F', 'output_cell_prop_med'})",3
310,0.5590841949778435,"frozenset({'num_stars_lower', 'output_cell_prop_med', 'has_param_F'})",3
311,0.5317577548005908,"frozenset({'is_education_F', 'image_prop_low', 'num_contrib_lower'})",3
312,0.534711964549483,"frozenset({'non_exec_prop_lower', 'image_prop_low', 'num_contrib_lower'})",3
313,0.5413589364844904,"frozenset({'exec_inorder_higher', 'image_prop_low', 'num_contrib_lower'})",3
314,0.534711964549483,"frozenset({'exec_skips_lower', 'image_prop_low', 'num_contrib_lower'})",3
