,antecedents,consequents,confidence,antecedent_len,consequent_len
825,"({'exec_inorder_higher', 'non_exec_prop_lower', 'num_contrib_lower'})",({'has_author_F'}),0.9939819458375124,3,1
1022,"({'is_education_F', 'exec_inorder_higher', 'non_exec_prop_lower'})",({'has_author_F'}),0.9938900203665989,3,1
1198,"({'exec_inorder_higher', 'non_exec_prop_lower', 'exec_skips_lower'})",({'has_author_F'}),0.9938775510204082,3,1
840,"({'non_exec_prop_lower', 'exec_skips_lower', 'num_contrib_lower'})",({'has_author_F'}),0.9937952430196485,3,1
171,"({'is_education_F', 'non_exec_prop_lower'})",({'has_author_F'}),0.9937388193202146,2,1
1036,"({'is_education_F', 'non_exec_prop_lower', 'exec_skips_lower'})",({'has_author_F'}),0.993723849372385,3,1
1900,"({'num_commits_lower', 'exec_inorder_higher', 'non_exec_prop_lower', 'num_contrib_lower'})",({'has_author_F'}),0.9936548223350252,4,1
1681,"({'num_commits_lower', 'is_education_F', 'non_exec_prop_lower', 'num_contrib_lower'})",({'has_author_F'}),0.9936467598475222,4,1
1922,"({'num_commits_lower', 'non_exec_prop_lower', 'exec_skips_lower', 'num_contrib_lower'})",({'has_author_F'}),0.9935400516795865,4,1
2312,"({'num_commits_lower', 'exec_inorder_higher', 'non_exec_prop_lower', 'exec_skips_lower'})",({'has_author_F'}),0.9934980494148246,4,1
2111,"({'num_commits_lower', 'exec_inorder_higher', 'non_exec_prop_lower', 'is_education_F'})",({'has_author_F'}),0.9934383202099737,4,1
2131,"({'num_commits_lower', 'is_education_F', 'non_exec_prop_lower', 'exec_skips_lower'})",({'has_author_F'}),0.9933598937583,4,1
1752,"({'is_education_F', 'exec_inorder_higher', 'non_exec_prop_lower', 'num_contrib_lower'})",({'has_author_F'}),0.9931972789115647,4,1
2012,"({'exec_inorder_higher', 'non_exec_prop_lower', 'exec_skips_lower', 'num_contrib_lower'})",({'has_author_F'}),0.9931740614334472,4,1
2214,"({'is_education_F', 'exec_inorder_higher', 'non_exec_prop_lower', 'exec_skips_lower'})",({'has_author_F'}),0.9931350114416475,4,1
1782,"({'is_education_F', 'non_exec_prop_lower', 'exec_skips_lower', 'num_contrib_lower'})",({'has_author_F'}),0.9929824561403507,4,1
2815,"({'non_exec_prop_lower', 'exec_skips_lower', 'num_contrib_lower', 'num_commits_lower', 'exec_inorder_higher'})",({'has_author_F'}),0.9928774928774929,5,1
2620,"({'is_education_F', 'non_exec_prop_lower', 'num_contrib_lower', 'num_commits_lower', 'exec_inorder_higher'})",({'has_author_F'}),0.9928057553956834,5,1
2893,"({'is_education_F', 'non_exec_prop_lower', 'exec_skips_lower', 'num_commits_lower', 'exec_inorder_higher'})",({'has_author_F'}),0.9927113702623905,5,1
150,"({'image_prop_low', 'non_exec_prop_lower'})",({'has_author_F'}),0.9926380368098161,2,1
2655,"({'is_education_F', 'non_exec_prop_lower', 'exec_skips_lower', 'num_contrib_lower', 'exec_inorder_higher'})",({'has_author_F'}),0.9922879177377893,5,1
753,"({'non_exec_prop_lower', 'num_contrib_lower', 'has_comments_T'})",({'has_author_F'}),0.9921465968586387,3,1
15,({'has_error_F'}),({'has_author_F'}),0.9920983318700615,1,1
927,"({'exec_inorder_higher', 'non_exec_prop_lower', 'image_prop_low'})",({'has_author_F'}),0.9917582417582417,3,1
1102,"({'exec_inorder_higher', 'non_exec_prop_lower', 'has_comments_T'})",({'has_author_F'}),0.9917582417582417,3,1
907,"({'is_education_F', 'image_prop_low', 'non_exec_prop_lower'})",({'has_author_F'}),0.9917469050894087,3,1
661,"({'image_prop_low', 'non_exec_prop_lower', 'num_contrib_lower'})",({'has_author_F'}),0.9917241379310346,3,1
935,"({'image_prop_low', 'non_exec_prop_lower', 'exec_skips_lower'})",({'has_author_F'}),0.9916434540389971,3,1
194,"({'non_exec_prop_lower', 'has_comments_T'})",({'has_author_F'}),0.9916267942583733,2,1
1110,"({'non_exec_prop_lower', 'exec_skips_lower', 'has_comments_T'})",({'has_author_F'}),0.9914529914529916,3,1
251,"({'exec_inorder_higher', 'has_error_F'})",({'has_author_F'}),0.9913294797687863,2,1
137,"({'has_error_F', 'num_contrib_lower'})",({'has_author_F'}),0.9912366114897762,2,1
258,"({'exec_skips_lower', 'has_error_F'})",({'has_author_F'}),0.9911591355599214,2,1
1,({'num_contrib_lower'}),({'has_author_F'}),0.9911075181891673,1,1
189,"({'is_education_F', 'has_error_F'})",({'has_author_F'}),0.9910802775024776,2,1
11,({'exec_inorder_higher'}),({'has_author_F'}),0.990871369294606,1,1
222,"({'num_commits_lower', 'has_error_F'})",({'has_author_F'}),0.9907834101382488,2,1
14,({'exec_skips_lower'}),({'has_author_F'}),0.9906700593723494,1,1
963,"({'is_education_F', 'non_exec_prop_lower', 'has_comments_T'})",({'has_author_F'}),0.9906542056074767,3,1
1238,"({'exec_inorder_higher', 'exec_skips_lower', 'has_error_F'})",({'has_author_F'}),0.9905063291139242,3,1
7,({'num_commits_lower'}),({'has_author_F'}),0.9904030710172744,1,1
880,"({'exec_inorder_higher', 'has_error_F', 'num_contrib_lower'})",({'has_author_F'}),0.9903225806451612,3,1
1077,"({'is_education_F', 'exec_inorder_higher', 'has_error_F'})",({'has_author_F'}),0.9901960784313725,3,1
894,"({'has_error_F', 'exec_skips_lower', 'num_contrib_lower'})",({'has_author_F'}),0.99010989010989,3,1
5,({'is_education_F'}),({'has_author_F'}),0.9900744416873449,1,1
741,"({'is_education_F', 'has_error_F', 'num_contrib_lower'})",({'has_author_F'}),0.9900332225913621,3,1
1090,"({'is_education_F', 'exec_skips_lower', 'has_error_F'})",({'has_author_F'}),0.9899888765294772,3,1
105,"({'is_education_F', 'num_contrib_lower'})",({'has_author_F'}),0.9899817850637522,2,1
125,"({'exec_inorder_higher', 'num_contrib_lower'})",({'has_author_F'}),0.989935956084172,2,1
816,"({'num_commits_lower', 'has_error_F', 'num_contrib_lower'})",({'has_author_F'}),0.9899117276166458,3,1
1179,"({'num_commits_lower', 'exec_inorder_higher', 'has_error_F'})",({'has_author_F'}),0.9899117276166458,3,1
1189,"({'num_commits_lower', 'exec_skips_lower', 'has_error_F'})",({'has_author_F'}),0.9898862199747155,3,1
246,"({'exec_inorder_higher', 'exec_skips_lower'})",({'has_author_F'}),0.989843028624192,2,1
177,"({'is_education_F', 'exec_inorder_higher'})",({'has_author_F'}),0.9897292250233427,2,1
132,"({'exec_skips_lower', 'num_contrib_lower'})",({'has_author_F'}),0.9896810506566605,2,1
113,"({'num_commits_lower', 'num_contrib_lower'})",({'has_author_F'}),0.9896265560165975,2,1
183,"({'is_education_F', 'exec_skips_lower'})",({'has_author_F'}),0.9894937917860553,2,1
1013,"({'num_commits_lower', 'is_education_F', 'has_error_F'})",({'has_author_F'}),0.9894875164257555,3,1
2086,"({'exec_inorder_higher', 'has_error_F', 'exec_skips_lower', 'num_contrib_lower'})",({'has_author_F'}),0.9893364928909952,4,1
2287,"({'is_education_F', 'exec_inorder_higher', 'exec_skips_lower', 'has_error_F'})",({'has_author_F'}),0.9892729439809297,4,1
212,"({'num_commits_lower', 'exec_inorder_higher'})",({'has_author_F'}),0.9892703862660944,2,1
218,"({'num_commits_lower', 'exec_skips_lower'})",({'has_author_F'}),0.9891891891891892,2,1
166,"({'num_commits_lower', 'is_education_F'})",({'has_author_F'}),0.9891891891891892,2,1
2364,"({'num_commits_lower', 'exec_inorder_higher', 'exec_skips_lower', 'has_error_F'})",({'has_author_F'}),0.9890710382513661,4,1
1856,"({'is_education_F', 'exec_inorder_higher', 'has_error_F', 'num_contrib_lower'})",({'has_author_F'}),0.9889705882352943,4,1
1980,"({'num_commits_lower', 'exec_inorder_higher', 'has_error_F', 'num_contrib_lower'})",({'has_author_F'}),0.9889196675900277,4,1
1997,"({'num_commits_lower', 'has_error_F', 'exec_skips_lower', 'num_contrib_lower'})",({'has_author_F'}),0.9888423988842399,4,1
867,"({'exec_inorder_higher', 'exec_skips_lower', 'num_contrib_lower'})",({'has_author_F'}),0.9887179487179487,3,1
1880,"({'is_education_F', 'has_error_F', 'exec_skips_lower', 'num_contrib_lower'})",({'has_author_F'}),0.9887076537013801,4,1
714,"({'is_education_F', 'exec_inorder_higher', 'num_contrib_lower'})",({'has_author_F'}),0.9886128364389234,3,1
1063,"({'is_education_F', 'exec_inorder_higher', 'exec_skips_lower'})",({'has_author_F'}),0.9885773624091381,3,1
2184,"({'num_commits_lower', 'exec_inorder_higher', 'has_error_F', 'is_education_F'})",({'has_author_F'}),0.9885057471264367,4,1
2200,"({'num_commits_lower', 'is_education_F', 'exec_skips_lower', 'has_error_F'})",({'has_author_F'}),0.9884559884559886,4,1
794,"({'num_commits_lower', 'exec_inorder_higher', 'num_contrib_lower'})",({'has_author_F'}),0.9883585564610011,3,1
1738,"({'num_commits_lower', 'has_error_F', 'num_contrib_lower', 'is_education_F'})",({'has_author_F'}),0.9883551673944686,4,1
728,"({'is_education_F', 'exec_skips_lower', 'num_contrib_lower'})",({'has_author_F'}),0.9883103081827843,3,1
159,"({'image_prop_low', 'has_error_F'})",({'has_author_F'}),0.9882659713168187,2,1
203,"({'has_error_F', 'has_comments_T'})",({'has_author_F'}),0.9882198952879581,2,1
690,"({'num_commits_lower', 'is_education_F', 'num_contrib_lower'})",({'has_author_F'}),0.9882075471698113,3,1
806,"({'num_commits_lower', 'exec_skips_lower', 'num_contrib_lower'})",({'has_author_F'}),0.9882075471698113,3,1
1169,"({'num_commits_lower', 'exec_inorder_higher', 'exec_skips_lower'})",({'has_author_F'}),0.9881656804733727,3,1
3,({'image_prop_low'}),({'has_author_F'}),0.9879912663755458,1,1
995,"({'num_commits_lower', 'exec_inorder_higher', 'is_education_F'})",({'has_author_F'}),0.9878934624697336,3,1
2775,"({'is_education_F', 'exec_skips_lower', 'num_contrib_lower', 'has_error_F', 'exec_inorder_higher'})",({'has_author_F'}),0.9878542510121457,5,1
1004,"({'is_education_F', 'num_commits_lower', 'exec_skips_lower'})",({'has_author_F'}),0.9877899877899877,3,1
948,"({'exec_inorder_higher', 'has_error_F', 'image_prop_low'})",({'has_author_F'}),0.9873239436619717,3,1
1830,"({'is_education_F', 'exec_inorder_higher', 'exec_skips_lower', 'num_contrib_lower'})",({'has_author_F'}),0.9872389791183295,4,1
956,"({'image_prop_low', 'exec_skips_lower', 'has_error_F'})",({'has_author_F'}),0.987106017191977,3,1
1959,"({'num_commits_lower', 'exec_inorder_higher', 'exec_skips_lower', 'num_contrib_lower'})",({'has_author_F'}),0.9870633893919792,4,1
774,"({'has_error_F', 'num_contrib_lower', 'has_comments_T'})",({'has_author_F'}),0.9869753979739507,3,1
6,({'has_comments_T'}),({'has_author_F'}),0.9869423286180631,1,1
1130,"({'exec_inorder_higher', 'has_error_F', 'has_comments_T'})",({'has_author_F'}),0.9869186046511628,3,1
110,"({'num_contrib_lower', 'has_comments_T'})",({'has_author_F'}),0.986904761904762,2,1
1701,"({'num_commits_lower', 'exec_inorder_higher', 'num_contrib_lower', 'is_education_F'})",({'has_author_F'}),0.986737400530504,4,1
153,"({'exec_inorder_higher', 'image_prop_low'})",({'has_author_F'}),0.9867149758454107,2,1
2166,"({'num_commits_lower', 'exec_inorder_higher', 'exec_skips_lower', 'is_education_F'})",({'has_author_F'}),0.9866666666666667,4,1
101,"({'image_prop_low', 'num_contrib_lower'})",({'has_author_F'}),0.9865689865689866,2,1
157,"({'image_prop_low', 'exec_skips_lower'})",({'has_author_F'}),0.9865689865689866,2,1
1720,"({'num_commits_lower', 'is_education_F', 'exec_skips_lower', 'num_contrib_lower'})",({'has_author_F'}),0.9865410497981157,4,1
144,"({'is_education_F', 'image_prop_low'})",({'has_author_F'}),0.986469864698647,2,1
197,"({'exec_inorder_higher', 'has_comments_T'})",({'has_author_F'}),0.9864029666254636,2,1
146,"({'num_commits_lower', 'image_prop_low'})",({'has_author_F'}),0.9863945578231292,2,1
201,"({'exec_skips_lower', 'has_comments_T'})",({'has_author_F'}),0.9859872611464968,2,1
942,"({'exec_inorder_higher', 'exec_skips_lower', 'image_prop_low'})",({'has_author_F'}),0.9854304635761589,3,1
163,"({'is_education_F', 'has_comments_T'})",({'has_author_F'}),0.9853836784409257,2,1
683,"({'is_education_F', 'num_contrib_lower', 'has_comments_T'})",({'has_author_F'}),0.9852744310575636,3,1
760,"({'exec_inorder_higher', 'num_contrib_lower', 'has_comments_T'})",({'has_author_F'}),0.9850543478260869,3,1
914,"({'is_education_F', 'exec_inorder_higher', 'image_prop_low'})",({'has_author_F'}),0.9850543478260869,3,1
668,"({'exec_inorder_higher', 'num_contrib_lower', 'image_prop_low'})",({'has_author_F'}),0.9850136239782016,3,1
676,"({'image_prop_low', 'exec_skips_lower', 'num_contrib_lower'})",({'has_author_F'}),0.9848275862068966,3,1
921,"({'is_education_F', 'image_prop_low', 'exec_skips_lower'})",({'has_author_F'}),0.9848066298342542,3,1
655,"({'is_education_F', 'image_prop_low', 'num_contrib_lower'})",({'has_author_F'}),0.984743411927878,3,1
970,"({'is_education_F', 'exec_inorder_higher', 'has_comments_T'})",({'has_author_F'}),0.9847009735744089,3,1
1124,"({'exec_inorder_higher', 'exec_skips_lower', 'has_comments_T'})",({'has_author_F'}),0.9847009735744089,3,1
768,"({'exec_skips_lower', 'num_contrib_lower', 'has_comments_T'})",({'has_author_F'}),0.9844851904090268,3,1
977,"({'is_education_F', 'exec_skips_lower', 'has_comments_T'})",({'has_author_F'}),0.9842180774748924,3,1
276,"({'is_education_F', 'jupyter_prop_high'})",({'non_exec_prop_lower'}),0.9347037484885129,2,1
600,"({'is_education_F', 'has_author_F', 'jupyter_prop_high'})",({'non_exec_prop_lower'}),0.9344660194174756,3,1
1252,"({'is_education_F', 'jupyter_prop_high', 'num_contrib_lower'})",({'non_exec_prop_lower'}),0.9336870026525198,3,1
1636,"({'is_education_F', 'has_author_F', 'jupyter_prop_high', 'num_contrib_lower'})",({'non_exec_prop_lower'}),0.9334221038615179,4,1
986,"({'num_commits_lower', 'is_education_F', 'has_author_F'})",({'non_exec_prop_lower'}),0.9333333333333335,3,1
1576,"({'is_education_F', 'exec_skips_lower', 'has_error_F'})",({'exec_inorder_higher'}),0.9332591768631814,3,1
1682,"({'num_commits_lower', 'is_education_F', 'has_author_F', 'num_contrib_lower'})",({'non_exec_prop_lower'}),0.9331742243436755,4,1
2289,"({'is_education_F', 'exec_skips_lower', 'has_author_F', 'has_error_F'})",({'exec_inorder_higher'}),0.9325842696629214,4,1
566,"({'exec_skips_lower', 'has_error_F'})",({'exec_inorder_higher'}),0.931237721021611,2,1
602,"({'is_education_F', 'jupyter_prop_high'})","({'non_exec_prop_lower', 'has_author_F'})",0.9310761789600968,2,2
1240,"({'exec_skips_lower', 'has_author_F', 'has_error_F'})",({'exec_inorder_higher'}),0.9306243805748267,3,1
2523,"({'is_education_F', 'has_error_F', 'exec_skips_lower', 'num_contrib_lower'})",({'exec_inorder_higher'}),0.9297365119196989,4,1
1642,"({'is_education_F', 'jupyter_prop_high', 'num_contrib_lower'})","({'non_exec_prop_lower', 'has_author_F'})",0.9297082228116711,3,2
1265,"({'is_education_F', 'exec_inorder_higher', 'jupyter_prop_high'})",({'non_exec_prop_lower'}),0.9295392953929541,3,1
1665,"({'is_education_F', 'exec_inorder_higher', 'has_author_F', 'jupyter_prop_high'})",({'non_exec_prop_lower'}),0.9292517006802721,4,1
2777,"({'is_education_F', 'exec_skips_lower', 'num_contrib_lower', 'has_author_F', 'has_error_F'})",({'exec_inorder_higher'}),0.9289340101522843,5,1
449,"({'num_commits_lower', 'is_education_F'})",({'non_exec_prop_lower'}),0.9286486486486486,2,1
208,"({'num_commits_lower', 'has_author_F'})",({'non_exec_prop_lower'}),0.9282945736434108,2,1
172,"({'is_education_F', 'has_author_F'})",({'non_exec_prop_lower'}),0.9281537176274018,2,1
1281,"({'num_commits_lower', 'is_education_F', 'num_contrib_lower'})",({'non_exec_prop_lower'}),0.9280660377358492,3,1
267,"({'jupyter_prop_high', 'num_contrib_lower'})",({'non_exec_prop_lower'}),0.9279711884753902,2,1
579,"({'has_author_F', 'jupyter_prop_high', 'num_contrib_lower'})",({'non_exec_prop_lower'}),0.9277108433734939,3,1
2112,"({'num_commits_lower', 'exec_inorder_higher', 'has_author_F', 'is_education_F'})",({'non_exec_prop_lower'}),0.9276960784313726,4,1
784,"({'num_commits_lower', 'has_author_F', 'num_contrib_lower'})",({'non_exec_prop_lower'}),0.9276729559748428,3,1
1478,"({'has_error_F', 'exec_skips_lower', 'num_contrib_lower'})",({'exec_inorder_higher'}),0.9274725274725275,3,1
20,({'jupyter_prop_high'}),({'non_exec_prop_lower'}),0.9274725274725275,1,1
2622,"({'is_education_F', 'num_contrib_lower', 'num_commits_lower', 'has_author_F', 'exec_inorder_higher'})",({'non_exec_prop_lower'}),0.9274193548387096,5,1
90,"({'has_author_F', 'jupyter_prop_high'})",({'non_exec_prop_lower'}),0.9272326350606395,2,1
2600,"({'is_education_F', 'non_exec_prop_lower', 'exec_skips_lower', 'has_error_F'})",({'exec_inorder_higher'}),0.9271604938271606,4,1
2930,"({'is_education_F', 'non_exec_prop_lower', 'exec_skips_lower', 'has_author_F', 'has_error_F'})",({'exec_inorder_higher'}),0.9267990074441687,5,1
2088,"({'has_error_F', 'exec_skips_lower', 'has_author_F', 'num_contrib_lower'})",({'exec_inorder_higher'}),0.9267480577136515,4,1
433,"({'image_prop_low', 'has_error_F'})",({'exec_inorder_higher'}),0.9256844850065189,2,1
702,"({'is_education_F', 'has_author_F', 'num_contrib_lower'})",({'non_exec_prop_lower'}),0.9254829806807728,3,1
1669,"({'is_education_F', 'exec_inorder_higher', 'jupyter_prop_high'})","({'non_exec_prop_lower', 'has_author_F'})",0.9254742547425474,3,2
1613,"({'num_commits_lower', 'exec_skips_lower', 'has_error_F'})",({'exec_inorder_higher'}),0.9254108723135273,3,1
29,({'num_commits_lower'}),({'num_contrib_lower'}),0.9251439539347409,1,1
950,"({'image_prop_low', 'has_author_F', 'has_error_F'})",({'exec_inorder_higher'}),0.924802110817942,3,1
10,({'has_author_F'}),({'non_exec_prop_lower'}),0.9247952345495161,1,1
49,({'is_education_F'}),({'non_exec_prop_lower'}),0.924731182795699,1,1
2366,"({'num_commits_lower', 'exec_skips_lower', 'has_author_F', 'has_error_F'})",({'exec_inorder_higher'}),0.9246487867177523,4,1
2132,"({'num_commits_lower', 'is_education_F', 'exec_skips_lower', 'has_author_F'})",({'non_exec_prop_lower'}),0.9245982694684796,4,1
1623,"({'non_exec_prop_lower', 'exec_skips_lower', 'has_error_F'})",({'exec_inorder_higher'}),0.9245901639344263,3,1
114,"({'num_commits_lower', 'has_author_F'})",({'num_contrib_lower'}),0.9244186046511628,2,1
581,"({'jupyter_prop_high', 'num_contrib_lower'})","({'non_exec_prop_lower', 'has_author_F'})",0.9243697478991596,2,2
2385,"({'non_exec_prop_lower', 'has_author_F', 'exec_skips_lower', 'has_error_F'})",({'exec_inorder_higher'}),0.924259055982437,4,1
359,"({'num_commits_lower', 'non_exec_prop_lower'})",({'num_contrib_lower'}),0.9241952232606437,2,1
61,({'num_commits_lower'}),({'non_exec_prop_lower'}),0.9241842610364683,1,1
91,({'jupyter_prop_high'}),"({'non_exec_prop_lower', 'has_author_F'})",0.9241758241758242,1,2
783,"({'num_commits_lower', 'non_exec_prop_lower', 'has_author_F'})",({'num_contrib_lower'}),0.9237995824634656,3,1
121,"({'has_author_F', 'num_contrib_lower'})",({'non_exec_prop_lower'}),0.9233278955954324,2,1
2298,"({'is_education_F', 'exec_skips_lower', 'has_error_F'})","({'exec_inorder_higher', 'has_author_F'})",0.9232480533926586,3,2
990,"({'num_commits_lower', 'is_education_F'})","({'non_exec_prop_lower', 'has_author_F'})",0.9232432432432433,2,2
360,"({'num_commits_lower', 'num_contrib_lower'})",({'non_exec_prop_lower'}),0.9232365145228215,2,1
1610,"({'num_commits_lower', 'exec_inorder_higher', 'has_error_F'})",({'exec_skips_lower'}),0.9230769230769231,3,1
1139,"({'num_commits_lower', 'exec_inorder_higher', 'has_author_F'})",({'non_exec_prop_lower'}),0.9229934924078091,3,1
1258,"({'exec_inorder_higher', 'jupyter_prop_high', 'num_contrib_lower'})",({'non_exec_prop_lower'}),0.9229729729729728,3,1
287,"({'exec_inorder_higher', 'jupyter_prop_high'})",({'non_exec_prop_lower'}),0.922794117647059,2,1
1650,"({'exec_inorder_higher', 'has_author_F', 'jupyter_prop_high', 'num_contrib_lower'})",({'non_exec_prop_lower'}),0.9226594301221167,4,1
1490,"({'num_commits_lower', 'exec_inorder_higher', 'is_education_F'})",({'non_exec_prop_lower'}),0.9225181598062955,3,1
620,"({'exec_inorder_higher', 'has_author_F', 'jupyter_prop_high'})",({'non_exec_prop_lower'}),0.9225092250922511,3,1
1245,"({'exec_skips_lower', 'has_error_F'})","({'exec_inorder_higher', 'has_author_F'})",0.9223968565815325,2,2
2362,"({'num_commits_lower', 'exec_inorder_higher', 'has_author_F', 'has_error_F'})",({'exec_skips_lower'}),0.9222929936305732,4,1
