,nb_id,repo_id,err_in
538,10154,165477868,has_author
539,10155,165477868,has_author
540,10156,165477868,has_author
541,10157,165477868,has_author
542,10170,165476260,no code
543,10175,165476260,no code
544,10179,165476260,no code
545,10185,165476260,no code
546,10199,165476260,no code
547,10206,165478622,no code
548,10207,165478622,no code
549,10208,165478622,no code
550,10210,165478622,no code
551,10211,165478622,no code
552,10214,165478622,no code
553,10215,165478622,no code
554,10250,165478290,no code
555,10347,165484830,no code
556,10349,165484830,no code
557,10382,165484074,no code
558,10445,165483871,no code
559,10465,165483871,no code
560,10483,165483871,no code
561,10521,165483871,no code
562,10540,165482480,no code
563,10541,165482480,no code
564,10553,165481123,no code
565,10567,165483746,no code
566,10621,165484872,no code
567,10679,165489017,no code
568,10681,165489017,no code
569,10685,165489017,no code
570,10690,165489017,no code
571,10692,165489017,no code
572,10765,165488655,no code
573,11007,165495123,no code
574,11011,165499518,no code
575,11012,165499518,no code
576,11067,165496951,no code
577,11123,165504561,no code
578,11299,165505916,no code
579,11321,165505916,no code
580,11335,165507532,nb file
581,11370,165509747,no code
582,11381,165510115,nb file
583,11389,165510115,no code
584,11407,165515200,no code
585,11414,165518328,no code
586,11415,165518328,no code
587,11416,165518328,no code
588,11418,165518328,no code
589,11441,165517797,no code
590,11445,165516337,no code
591,11447,165516337,no code
592,11451,165516337,no code
593,11495,165516468,no code
594,11496,165516468,no code
595,11497,165516468,no code
596,11669,165522356,no code
597,11730,165526971,no code
598,11786,165525220,no code
599,11791,165530003,no code
600,11794,165530003,no code
601,11806,165530037,no code
602,11811,165530037,no code
603,11812,165530037,no code
604,11816,165530037,no code
605,11820,165530037,no code
606,11822,165530037,no code
607,11828,165530037,no code
608,11837,165530037,no code
609,11871,165528779,filtered out
610,11872,165528779,filtered out
611,11873,165528779,filtered out
612,11874,165528779,filtered out
613,11908,165536433,no code
614,11910,165536345,no code
615,11913,165532157,nb file
616,11914,165532157,nb file
617,11916,165536412,no code
618,11917,165536427,no code
619,11922,165536363,no code
620,12011,165542314,num_commits
621,12026,165542314,no code
622,12042,165542314,no code
623,12047,165542314,num_commits
624,12048,165542314,no code
625,12057,165542314,no code
626,12059,165542314,no code
627,12062,165542314,no code
628,12065,165537090,no code
629,12080,165537710,no code
630,12101,165537710,no code
631,12156,165541146,no code
632,12157,165541146,no code
633,12171,165539627,no code
634,12217,165546349,nb file
635,12235,165546569,no code
636,12239,165546569,no code
637,12256,165543016,has_reqtext
638,12419,166611943,no code
639,12461,166611028,no code
640,12462,166611028,no code
641,12463,166611028,no code
642,12464,166611028,no code
643,12465,166611028,no code
644,12466,166611028,no code
645,12467,166611028,no code
646,12468,166611028,no code
647,12469,166611028,no code
648,12470,166611028,no code
649,12471,166611028,no code
650,12472,166611028,no code
651,12473,166611028,no code
652,12474,166611028,no code
653,12544,166614797,no code
654,12545,166614797,no code
655,12547,166614797,no code
656,12578,166613666,no code
657,12582,166613666,no code
658,12584,166613666,no code
659,12586,166613666,no code
660,12635,166620128,no code
661,12636,166620128,no code
662,12687,166618509,no code
663,12695,166618509,no code
664,12702,166618509,no code
665,12706,166618509,no code
666,12734,166618509,no code
667,12753,166618509,no code
668,12757,166618509,no code
669,12764,166618509,no code
670,12778,166618509,no code
671,12804,166618509,no code
672,12823,166618509,no code
673,12846,166618509,no code
674,12926,166623659,no code
675,12934,166623659,no code
676,12963,166621172,no code
677,12967,166622502,no code
678,12992,166621449,no code
679,12993,166621449,no code
680,12994,166621449,no code
681,12996,166621449,no code
682,12997,166621449,no code
683,12998,166621449,no code
684,13017,166623470,no code
685,13018,166623470,no code
686,13019,166623470,nb file
687,13020,166623470,no code
688,13072,166627970,no code
689,13111,166627184,no code
690,13181,166632778,no code
691,13184,166632778,no code
692,13185,166632778,no code
693,13186,166632778,no code
694,13187,166632778,no code
695,13191,166632778,no code
696,13192,166632778,no code
697,13348,166635487,no code
698,13350,166635487,no code
699,13351,166635487,no code
700,13354,166635487,no code
701,13360,166635487,no code
702,13375,166635048,no code
703,13485,166637996,no code
704,13523,166638672,no code
705,13568,166644375,no code
706,13609,166644737,no code
707,13630,166646422,no code
708,13652,166646422,no code
709,13685,166645311,no code
710,13704,166645390,no code
711,13758,166650451,no code
712,13764,166650606,no code
713,13766,166650606,no code
714,13767,166650606,no code
715,13779,166650606,no code
716,13805,166647066,nb file
717,13838,166652147,no code
718,13842,166652147,no code
719,13912,166654572,no code
720,13913,166654572,no code
721,13928,166654999,nb file
722,13969,166657726,no code
723,13977,166657726,no code
724,13978,166657726,no code
725,13984,166657726,no code
726,13993,166657726,no code
727,13998,166657726,no code
728,14004,166657726,no code
729,14018,166657726,no code
730,14028,166657726,no code
731,14035,166657726,no code
732,14066,166657726,no code
733,14069,166657726,no code
734,14070,166657726,no code
735,14071,166657726,no code
736,14088,166657726,no code
737,14090,166657726,no code
738,14135,166659871,no code
739,14164,166658580,no code
740,14172,166658580,no code
741,14175,166658580,no code
742,14219,166663710,no code
743,14221,166663710,no code
744,14238,166663710,no code
745,14241,166663710,no code
746,14244,166663710,no code
747,14248,166663710,no code
748,14252,166663710,no code
749,14262,166663710,no code
750,14270,166663710,no code
751,14272,166663710,no code
752,14273,166663710,no code
753,14274,166663710,no code
754,14278,166663710,no code
755,14284,166663710,no code
756,14399,166668819,no code
757,14507,166668920,no code
758,14521,166668662,no code
759,14525,166668662,no code
760,14530,166668662,no code
761,14534,166668662,no code
762,14536,166668662,no code
763,14538,166668662,no code
764,14625,166674309,no code
765,14626,166674309,no code
766,14630,166674309,no code
767,14633,166674309,no code
768,14634,166674309,no code
769,14644,166674309,no code
770,14650,166674309,no code
771,14651,166674309,no code
772,14653,166674309,no code
773,14655,166674309,no code
774,14656,166674309,no code
775,14662,166674309,no code
776,14668,166674309,no code
777,14676,166674309,no code
778,14690,166678316,no code
779,14926,166682937,api
780,14954,166680825,no code
781,14996,166680825,nb file
782,15165,166687815,no code
783,15166,166687815,no code
784,15262,166690924,no code
785,15339,166693013,no code
786,15393,166692447,no code
787,15422,166700309,no code
788,15445,166700309,no code
789,15446,166700309,no code
790,15457,166700309,no code
791,15463,166700309,no code
792,15469,166700309,no code
793,15477,166700309,no code
794,15512,166700309,no code
795,15532,166700309,no code
796,15549,166700309,no code
797,15565,166700309,no code
798,15571,166700309,no code
799,15572,166700309,no code
800,15641,166698830,no code
801,15649,166698830,no code
802,15650,166698830,no code
803,15655,166698830,no code
804,15666,166698830,no code
805,15669,166698830,no code
806,15723,166704669,filtered out
807,15724,166704669,filtered out
808,15761,166708639,no code
809,15806,166707296,no code
810,15807,166707296,no code
811,15808,166707296,no code
812,15812,166707296,no code
813,15813,166707296,no code
814,15821,166713236,has_reqtext
815,15870,166711118,no code
816,15874,166712592,no code
817,15895,166717261,filtered out
818,15896,166717261,filtered out
819,15897,166717261,filtered out
820,15898,166717261,filtered out
821,15899,166717261,filtered out
822,15900,166717261,filtered out
823,15901,166717261,filtered out
824,15902,166717261,filtered out
825,15903,166717261,filtered out
826,15904,166717261,filtered out
827,15905,166717261,filtered out
828,15906,166717261,filtered out
829,15907,166717261,filtered out
830,15908,166717261,filtered out
831,15909,166717261,filtered out
832,15910,166717261,filtered out
833,15911,166717261,filtered out
834,15912,166717261,filtered out
835,15913,166717261,filtered out
836,15914,166717261,filtered out
837,15915,166717261,filtered out
838,15916,166717261,filtered out
839,15917,166717261,filtered out
840,15918,166717261,filtered out
841,15919,166717261,filtered out
842,15920,166717261,filtered out
843,15921,166717261,filtered out
844,15922,166717261,filtered out
845,15923,166717261,filtered out
846,15924,166717261,filtered out
847,15925,166717261,filtered out
848,15926,166717261,filtered out
849,15927,166717261,filtered out
850,15928,166717261,filtered out
851,15929,166717261,filtered out
852,15930,166717261,filtered out
853,15931,166717261,filtered out
854,15932,166717261,filtered out
855,15933,166717261,filtered out
856,15934,166717261,filtered out
857,15935,166717261,filtered out
858,15936,166717261,filtered out
859,15937,166717261,filtered out
860,15938,166717261,filtered out
861,15939,166717261,filtered out
862,15940,166717261,filtered out
863,15941,166717261,filtered out
864,15942,166717261,filtered out
865,15943,166717261,filtered out
866,15944,166717261,filtered out
867,15945,166717261,filtered out
868,15946,166717261,filtered out
869,15947,166717261,filtered out
870,15948,166717261,filtered out
871,15949,166717261,filtered out
872,15950,166717261,filtered out
873,15951,166717261,filtered out
874,15952,166717261,filtered out
875,15953,166717261,filtered out
876,15954,166717261,filtered out
877,15955,166717261,filtered out
878,15956,166717261,filtered out
879,15957,166717261,filtered out
880,15958,166717261,filtered out
881,15959,166717261,filtered out
882,15960,166717261,filtered out
883,15961,166717261,filtered out
884,15962,166717261,filtered out
885,15963,166717261,filtered out
886,15964,166717261,filtered out
887,15965,166717261,filtered out
888,15966,166717261,filtered out
889,15967,166717261,filtered out
890,15968,166717261,filtered out
891,15969,166717261,filtered out
892,15970,166717261,filtered out
893,15971,166717261,filtered out
894,15972,166717261,filtered out
895,15973,166717261,filtered out
896,15974,166717261,filtered out
897,15975,166717261,filtered out
898,15976,166717261,filtered out
899,15977,166717261,filtered out
900,15978,166717261,filtered out
901,15979,166717261,filtered out
902,15980,166717261,filtered out
903,15981,166717261,filtered out
904,15982,166717261,filtered out
905,15983,166717261,filtered out
906,15984,166717261,filtered out
907,15985,166717261,filtered out
908,15986,166717261,filtered out
909,15987,166717261,filtered out
910,15988,166717261,filtered out
911,15989,166717261,filtered out
912,15990,166717261,filtered out
913,15991,166717261,filtered out
914,15992,166717261,filtered out
915,15993,166717261,filtered out
916,15994,166717261,filtered out
917,15995,166717261,filtered out
918,15996,166717261,filtered out
919,15997,166717261,filtered out
920,15998,166717261,filtered out
921,15999,166717261,filtered out
922,16000,166717261,filtered out
923,16001,166717261,filtered out
924,16002,166717261,filtered out
925,16003,166717261,filtered out
926,16004,166717261,filtered out
927,16005,166717261,filtered out
928,16006,166717261,filtered out
929,16007,166717261,filtered out
930,16008,166717261,filtered out
931,16009,166717261,filtered out
932,16010,166717261,filtered out
933,16011,166717261,filtered out
934,16012,166717261,filtered out
935,16013,166717261,filtered out
936,16014,166717261,filtered out
937,16015,166717261,filtered out
938,16016,166717261,filtered out
939,16017,166717261,filtered out
940,16018,166717261,filtered out
941,16019,166717261,filtered out
942,16020,166717261,filtered out
943,16021,166717261,filtered out
944,16022,166717261,filtered out
945,16023,166717261,filtered out
946,16024,166717261,filtered out
947,16025,166717261,filtered out
948,16026,166717261,filtered out
949,16027,166717261,filtered out
950,16028,166717261,filtered out
951,16029,166717261,filtered out
952,16030,166717261,filtered out
953,16031,166717261,filtered out
954,16032,166717261,filtered out
955,16033,166717261,filtered out
956,16034,166717261,filtered out
957,16035,166717261,filtered out
958,16036,166717261,filtered out
959,16037,166717261,filtered out
960,16038,166717261,filtered out
961,16039,166717261,filtered out
962,16040,166717261,filtered out
963,16041,166717261,filtered out
964,16042,166717261,filtered out
965,16043,166717261,filtered out
966,16044,166717261,filtered out
967,16045,166717261,filtered out
968,16046,166717261,filtered out
969,16047,166717261,filtered out
970,16048,166717261,filtered out
971,16049,166717261,filtered out
972,16050,166717261,filtered out
973,16087,166717861,no code
974,16127,166716518,no code
975,16129,166719937,no code
976,16190,166720166,nb file
977,16278,166721522,no code
978,16283,166722524,no code
979,16327,166719923,no code
980,16488,166723522,no code
981,16499,166723522,no code
982,16505,166723522,no code
983,16511,166723522,no code
984,16519,166723522,no code
985,16525,166723522,no code
986,16555,166723522,no code
987,16575,166723522,no code
988,16592,166723522,no code
989,16609,166723522,no code
990,16616,166723522,no code
991,16617,166723522,no code
992,16767,166730294,no code
993,16770,166730294,no code
994,16772,166730294,no code
995,16774,166730294,no code
996,16777,166730294,no code
997,16779,166730294,no code
998,16788,166730294,no code
999,16793,166732176,no code
1000,16794,166732176,no code
1001,16795,166732176,no code
1002,16813,166727426,no code
1003,16815,166727426,no code
1004,16816,166727426,no code
1005,16823,166727426,no code
1006,16827,166730575,no code
1007,16828,166730575,no code
1008,16830,166730575,no code
1009,16842,166732654,no code
1010,16867,166732654,no code
1011,16887,166732654,no code
1012,16894,166732654,no code
1013,16905,166732654,no code
1014,16939,166735453,nb file
1015,16957,166734177,no code
1016,16992,166734177,no code
1017,17009,166733765,no code
1018,17026,166735393,no code
1019,17027,166735393,no code
1020,17077,166738095,nb file
1021,17081,166738095,nb file
1022,17086,166735662,no code
1023,17114,166744192,no code
1024,17127,166740766,no code
1025,17132,166740766,no code
1026,17133,166740766,no code
1027,17138,166740766,no code
1028,17230,166742266,filtered out
1029,17262,166748522,no code
1030,17307,166748595,no code
1031,17311,166748709,no code
1032,17315,166748573,no code
1033,17321,166748683,no code
1034,17332,166752295,no code
1035,17338,166752295,no code
1036,17341,166752295,no code
1037,17342,166752295,nb file
1038,17354,166752295,no code
1039,17356,166752295,no code
1040,17362,166753435,api
1041,17468,166763808,no code
1042,17470,166763808,no code
1043,17471,166763808,no code
1044,17487,166764011,nb file
1045,17548,166757133,no code
1046,17549,166757133,no code
1047,17550,166757133,no code
1048,17551,166757133,no code
1049,17552,166757133,no code
1050,17553,166757133,no code
1051,17634,166771610,no code
1052,17642,166771610,no code
1053,17643,166771610,no code
1054,17644,166771610,no code
1055,17646,166771610,no code
1056,17652,166771610,no code
1057,17655,166771610,no code
1058,17659,166771610,no code
1059,17661,166771610,no code
1060,17667,166771610,no code
1061,17671,166771610,no code
1062,17681,166771610,no code
1063,17682,166771610,no code
1064,17686,166771610,no code
1065,17688,166771610,no code
1066,17693,166771610,no code
1067,17732,166767690,filtered out
1068,17733,166767690,filtered out
1069,17734,166767690,filtered out
1070,17735,166767690,filtered out
1071,17765,166765545,no code
1072,17766,166765545,no code
1073,17777,166764167,no code
1074,17782,166767204,no code
1075,17819,166773926,nb file
1076,17845,166773215,no code
1077,17847,166773215,no code
1078,17864,166773215,no code
1079,17867,166773215,no code
1080,17876,166773215,no code
1081,17884,166773215,no code
1082,17886,166773215,no code
1083,17914,166788519,no code
1084,17921,166787691,no code
1085,17951,166782044,no code
1086,17978,166786455,nb file
1087,17979,166786455,nb file
1088,17980,166786455,nb file
1089,18000,166786455,nb file
1090,18084,166795988,no code
1091,18156,166796045,nb file
1092,18168,166791885,no code
1093,18178,166797845,no code
1094,18181,166797845,no code
1095,18182,166797845,no code
1096,18183,166797845,no code
1097,18255,166802904,no code
1098,18293,166806069,no code
1099,18298,166806069,no code
1100,18300,166806069,no code
1101,18304,166806069,no code
1102,18305,166806069,no code
1103,18307,166806069,no code
1104,18312,166806069,no code
1105,18313,166806069,no code
1106,18314,166806069,no code
1107,18318,166806069,no code
1108,18407,166810005,no code
1109,18408,166810005,no code
1110,18541,166808707,has_reqtext
1111,18601,166814649,no code
1112,18606,166814649,no code
1113,18608,166814649,no code
1114,18611,166814649,no code
1115,18637,166814649,no code
1116,18640,166814649,no code
1117,18705,166814649,no code
1118,18709,166814649,no code
1119,18720,166814649,no code
1120,18746,166814649,no code
1121,18788,166814649,no code
1122,18791,166814649,no code
1123,18846,166814649,no code
