nb_id,repo_id,longer_beginning,longer_ending,has_author,has_equation,jupyter_prop,output_cell_prop,markdown_prop,num_contrib,image_prop,e_keywords,p_keywords,s_keywords,is_education,language
946166,93292118,True,False,False,False,1.0,0.6666666666666666,0.22580645161290322,2,0.28125,1,0,0,False,python
729600,43584002,True,True,False,False,0.7386462332668154,0.0,0.8,1,,1,0,1,True,python
564918,82463896,True,False,False,False,0.5697903448949019,0.8571428571428571,0.391304347826087,1,0.9166666666666666,0,0,0,True,python
950920,42681100,,,False,,,0.7692307692307693,0.0,1,0.5,0,0,0,False,python
991672,92048647,False,False,False,False,0.9970020430623127,0.5,0.15789473684210525,0,0.75,0,0,0,False,python
1138838,22551349,True,False,False,False,,0.7333333333333333,0.16666666666666666,2,0.9090909090909091,0,0,0,True,python
151312,52626322,True,False,False,False,1.0,0.5555555555555556,0.4375,0,0.6,0,0,0,False,python
1228971,39974245,True,False,False,True,0.9085572112577446,0.8484848484848485,0.4,1,0.07142857142857142,4,0,0,True,python
910697,84631944,True,False,False,True,0.1377117026904265,0.6153846153846154,0.36585365853658536,1,0.75,0,0,1,False,python
514544,93096500,True,True,False,False,0.997347884101542,0.7692307692307693,0.3709677419354839,1,0.0,6,0,2,True,python
708529,38498516,,,False,,,0.125,0.0,3,1.0,0,0,0,False,python
394928,60493345,False,True,False,False,0.9859557150564117,0.7647058823529411,0.5405405405405406,2,0.0,2,0,0,True,python
150506,22743322,,,False,,,0.5,0.0,1,0.0,0,0,0,False,python
778711,72466386,,,False,,1.0,0.7777777777777778,0.0,1,0.5714285714285714,0,0,0,False,python
636129,95890486,True,True,False,True,0.4621850951088553,0.0,0.6,20,,1,0,0,True,python
873532,57122914,,,False,,0.0027534024026218597,0.2,0.0,1,0.0,0,0,0,False,python
555417,15124520,,,False,,0.7264273142045768,0.4,0.0,1,0.5,0,0,0,False,python
79517,91499355,True,False,False,False,0.9957403466578949,0.0,0.6285714285714286,1,,3,0,0,True,python
209376,52626322,False,False,False,False,1.0,0.5,0.30434782608695654,0,0.0,0,0,0,False,python
937331,90480464,False,False,False,False,1.0,0.2727272727272727,0.022222222222222223,1,0.0,0,0,0,False,python
499247,91130687,False,True,False,False,1.0,0.0,0.19101123595505617,1,,6,0,2,True,python
177721,59383520,,,False,,,0.16666666666666666,0.0,1,0.0,0,0,0,False,python
416868,45655960,False,False,False,False,0.029943930572580803,0.3888888888888889,0.28,2,0.5714285714285714,0,1,0,False,python
1074927,72466386,False,False,False,False,1.0,0.5,0.038461538461538464,1,0.48,0,0,0,False,python
237943,22551349,False,False,False,False,,0.4090909090909091,0.043478260869565216,2,0.6666666666666666,0,0,0,True,python
1106322,44220745,False,False,False,False,,1.0,0.25,1,0.0,0,0,0,True,python
914547,61820883,False,False,False,False,0.7726409948358395,0.0,0.3076923076923077,0,,0,0,0,False,python
589078,89159558,,,False,,0.9998533621559953,0.10526315789473684,0.0,1,0.0,0,0,0,False,python
1044503,59383520,,,False,,,0.5,0.0,1,0.0,0,0,0,False,
143457,95175467,,,False,,1.0,0.42857142857142855,0.0,1,0.0,0,0,0,False,python
715173,20816340,False,True,False,True,0.4750118093273788,0.15789473684210525,0.4864864864864865,1,0.0,0,0,0,True,python
657882,66478811,,,False,,0.02091033454450188,1.0,0.0,1,0.0,0,0,0,False,
215932,93965316,,,False,,0.8955149608321562,0.6,0.0,1,0.0,0,0,0,False,ansible
916465,84522996,False,False,False,False,0.9920475353631086,0.0,0.07692307692307693,0,,0,0,0,False,python
182074,36578950,,,,,,0.5294117647058824,0.0,1,0.7777777777777778,0,0,0,False,python
1216292,84634570,True,False,False,False,0.8095496143105975,0.0,0.2,1,,2,0,0,True,python
909803,56629711,True,True,False,False,0.9943116782675947,1.0,0.8,1,0.0,0,0,1,True,python
600340,39704412,,,False,,,0.75,0.0,1,0.3333333333333333,0,0,0,False,python
495729,74732556,,,False,,0.25955566354345416,0.5,0.0,2,0.0,0,0,0,False,python
4903,51168679,,,False,,1.0,0.8,0.0,1,0.0,0,0,0,False,python
483900,50382317,False,True,False,True,0.9976916758009223,0.5714285714285714,0.36363636363636365,0,1.0,0,0,0,False,python
772880,87832338,False,True,False,True,0.9828553074270858,0.8333333333333334,0.4782608695652174,1,0.4,5,0,1,True,python
1198771,96188406,False,False,False,False,,0.9090909090909091,0.26666666666666666,14,0.9,0,0,0,False,python
744949,71798807,True,True,True,False,1.0,0.5,0.5833333333333334,1,0.0,1,3,3,True,python
1215903,73209564,False,False,False,False,1.0,0.8108108108108109,0.06329113924050633,1,0.4166666666666667,0,0,0,True,python
231597,89159558,,,False,,0.9998533621559953,0.07317073170731707,0.0,1,0.0,0,0,0,False,python
818899,52626322,True,False,False,False,1.0,0.46153846153846156,0.43478260869565216,0,0.6666666666666666,0,1,2,False,python
619002,29422353,,,False,,,0.75,0.0,1,1.0,0,0,0,False,python
57447,89762755,True,False,False,False,0.9977141106708081,0.9130434782608695,0.3235294117647059,1,0.8095238095238095,1,0,0,True,python
1016538,39964941,,,False,,0.5809788849154887,0.0,0.0,1,,0,0,0,True,python
331452,87239313,,,False,,0.996609189279681,0.5,0.0,1,0.8,0,0,0,False,python
729499,37127904,,,False,,,0.0,0.0,5,,0,0,0,False,python
557873,74897953,True,True,False,True,0.9999679560239569,0.5625,0.5789473684210527,1,0.8333333333333334,1,0,1,True,python
896776,53352407,False,False,False,False,,0.6666666666666666,0.4,17,0.0,0,0,0,False,python
409321,70344616,False,True,False,False,0.7941249838716614,0.0,0.8378378378378378,1,,7,0,0,True,python
654268,81791748,,,False,,0.99792539519152,0.2,0.0,4,0.0,0,0,0,False,python
611919,55952847,False,True,False,False,0.048609660864423095,0.6666666666666666,0.3333333333333333,2,0.25,0,0,1,True,python
439024,81791748,,,False,,0.99792539519152,0.0,0.0,4,,0,0,0,False,python
806012,72466386,,,False,,1.0,0.6666666666666666,0.0,1,0.6666666666666666,0,0,0,False,python
218994,92964180,True,False,False,False,0.9999407318415625,0.7368421052631579,0.20833333333333334,1,0.5714285714285714,0,0,0,False,python
238962,22551349,True,True,False,False,,0.0,0.2545454545454545,2,,1,0,1,True,python
561518,81791748,,,False,,0.99792539519152,0.4,0.0,4,0.0,0,0,0,False,python
431227,89198996,True,False,False,False,0.9933182021154793,0.6097560975609756,0.20952380952380953,1,0.48,0,0,0,True,python
1081735,93934595,False,False,False,False,1.0,0.36363636363636365,0.26666666666666666,2,0.5,0,0,0,False,python
873949,89853917,True,False,False,False,0.06832193188356821,0.75,0.5,1,0.06666666666666667,14,2,0,True,python
1242619,72153021,True,False,False,False,1.0,0.7,0.574468085106383,1,0.5,4,1,1,True,python
891352,76065931,False,True,False,False,0.9924741897468798,0.46153846153846156,0.2777777777777778,2,0.16666666666666666,0,0,0,False,python
891156,15124520,False,False,False,False,0.7264273142045768,0.6666666666666666,0.5,1,1.0,1,0,6,False,python
686744,45427857,,,False,,,0.0,0.0,1,,0,0,0,False,python
255052,80286710,True,True,False,False,0.43982355931042894,0.7777777777777778,0.5263157894736842,1,0.14285714285714285,14,1,1,True,python
495520,35895870,False,False,False,False,0.1950246030263223,0.0,0.07692307692307693,4,,0,0,1,False,python
367759,52626322,True,False,False,False,1.0,0.3333333333333333,0.4375,0,0.3333333333333333,0,1,1,False,python
791968,38447805,False,True,False,False,,0.7777777777777778,0.4375,1,1.0,0,0,0,True,python
610942,85632190,False,False,False,False,1.0,0.5,0.034482758620689655,1,0.8571428571428571,0,0,0,False,python
1064317,52626322,True,False,False,False,1.0,0.5454545454545454,0.45,0,0.6666666666666666,0,1,1,False,python
27689,52626322,True,False,False,False,1.0,0.625,0.4074074074074074,0,0.2,0,0,0,False,python
4800,82731174,True,True,False,False,0.9834835750285699,0.0,0.3333333333333333,1,,0,0,1,True,python
663037,81791748,,,False,,0.99792539519152,0.0,0.0,4,,0,0,0,False,python
866222,24748843,,,False,,,1.0,0.0,1,0.0,0,0,0,False,python
406265,88677332,,,False,,0.5745554407526239,0.2222222222222222,0.0,1,0.0,0,0,0,False,python
1204859,15124520,False,True,False,False,0.7264273142045768,0.5,0.6666666666666666,1,0.0,0,0,2,True,python
1044436,80116644,,,False,,,0.5,0.0,1,0.0,0,0,0,False,
240501,83247711,False,True,False,False,1.0,0.3888888888888889,0.3076923076923077,1,0.14285714285714285,2,2,0,True,python
1209113,51233056,False,False,True,False,0.7642097621386172,0.5833333333333334,0.25,3,0.0,0,0,0,False,python
1034894,60880099,False,False,False,True,0.886924899660675,0.47619047619047616,0.43243243243243246,1,0.4,0,0,0,False,python
910396,75626605,True,False,False,False,0.9054510068055251,0.46153846153846156,0.6060606060606061,1,0.0,23,0,5,True,python
952418,82528964,True,False,False,False,1.0,0.4166666666666667,0.29411764705882354,1,0.0,0,0,1,True,python
1025896,61019926,True,False,False,False,0.988107665141508,0.7857142857142857,0.2222222222222222,1,0.09090909090909091,0,0,0,False,python
842777,36578950,True,False,,True,,0.4,0.4444444444444444,1,0.0,2,0,0,False,python
365193,90480464,False,False,False,False,1.0,0.6666666666666666,0.04,1,0.0,0,0,0,False,python
1004983,16264060,True,False,False,False,,0.5,0.3333333333333333,1,0.625,0,0,0,False,python
653243,93292118,False,False,False,False,1.0,0.32075471698113206,0.273972602739726,2,0.17647058823529413,4,0,0,True,python
773539,85071819,,,False,,1.0,0.0,0.0,2,,0,0,0,False,python
86728,68390683,False,False,False,False,1.0,0.8461538461538461,0.07142857142857142,1,0.2727272727272727,0,0,0,False,julia
1250667,38447805,True,False,False,True,,0.8333333333333334,0.7272727272727273,1,1.0,2,0,0,False,python
590465,61883811,,,False,,0.17057449235683322,0.7,0.0,1,0.14285714285714285,0,0,0,False,python
310989,68604593,,,False,,0.9997706446607255,0.3333333333333333,0.0,1,0.3333333333333333,0,0,0,False,python
1229219,81791748,,,False,,0.99792539519152,0.4,0.0,4,0.0,0,0,0,False,python
462519,74732556,True,True,False,False,0.25955566354345416,0.7083333333333334,0.46808510638297873,2,0.0,11,1,1,True,python
327993,39964941,,,False,,0.5809788849154887,0.0,0.0,1,,0,0,0,True,python
358465,83247711,True,False,False,True,1.0,0.7,0.375,1,0.2857142857142857,0,0,1,True,python
1107267,96154046,,,False,,1.0,0.5,0.0,1,0.0,0,0,0,False,python
228848,25423693,,,False,,,0.7058823529411765,0.0,1,0.3333333333333333,0,0,0,False,python
1022553,52626322,True,False,False,False,1.0,0.5,0.47368421052631576,0,0.6,0,1,1,False,python
863540,14479635,False,False,False,False,0.5542199667921704,1.0,0.3333333333333333,1,0.0,0,0,0,False,python
1234375,74256624,False,False,False,True,0.9935814002207424,0.6,0.16666666666666666,1,0.6666666666666666,0,0,0,False,python
444695,42142178,False,False,False,False,0.3657701009215924,0.7352941176470589,0.02857142857142857,2,0.0,1,0,0,False,python
983838,52626322,False,False,False,False,1.0,0.5714285714285714,0.36363636363636365,0,0.25,0,0,0,False,python
905964,80882387,False,False,False,False,1.0,0.5,0.4666666666666667,1,0.0,3,0,0,True,python
523340,80286710,True,True,False,False,0.43982355931042894,0.65,0.5121951219512195,1,0.0,8,0,1,True,python
314331,70344616,False,False,False,False,0.7941249838716614,0.0,0.8260869565217391,1,,6,0,1,False,python
401638,29982328,True,False,False,True,0.9993656120360167,0.5,0.4166666666666667,1,0.5714285714285714,0,0,5,True,python
1013074,53065713,True,False,True,False,0.9588468891890309,0.7192982456140351,0.5128205128205128,3,0.0,11,1,7,True,python
796556,52626322,False,False,False,False,1.0,0.3333333333333333,0.4230769230769231,0,0.2,0,0,0,False,python
136585,41753170,,,False,,,1.0,0.0,1,0.0,0,0,0,False,
11007,79238732,,,False,,1.0,0.2,0.0,1,0.0,0,0,0,False,python
674624,81049960,False,False,False,True,0.5270588523437075,0.3888888888888889,0.4,0,0.7142857142857143,3,0,2,True,python
132237,52626322,True,False,False,False,1.0,0.625,0.4666666666666667,0,0.6,0,0,0,False,python
446407,85071819,False,False,False,False,1.0,0.0,0.21428571428571427,2,,0,0,0,False,python
552388,50112589,False,False,False,False,0.999998935341138,0.0,0.6666666666666666,1,,0,0,0,False,python
560168,84631944,False,False,False,True,0.1377117026904265,0.5769230769230769,0.35,1,0.6,1,0,0,False,python
269216,39974245,,,False,,0.9085572112577446,0.2,0.0,1,0.5,0,0,0,False,python
1246020,39704412,False,False,False,False,,0.5,0.5294117647058824,1,1.0,0,0,0,False,python
615526,54928185,True,True,False,False,0.9336431874386404,0.5,0.6,1,0.0,1,0,0,True,python
1075754,37127904,,,False,,,0.3333333333333333,0.0,5,0.0,0,0,0,False,python
1086913,82969914,False,True,True,True,0.6070312180073438,1.0,0.8840579710144928,1,0.875,16,3,9,True,python
542369,44220745,True,True,False,False,,0.0,0.4,1,,1,0,0,True,python
323788,55179614,,,False,,0.7141299071007031,0.5384615384615384,0.0,1,0.14285714285714285,0,0,0,False,python
1247073,41753170,,,False,,,0.5,0.0,1,0.0,0,0,0,False,
976430,51079248,False,True,False,False,1.0,0.2727272727272727,0.5416666666666666,1,1.0,0,0,0,False,R
603219,78586348,False,False,False,False,1.0,0.3333333333333333,0.5,0,0.0,0,0,0,False,python
1198056,66648897,,,False,,1.0,0.25,0.0,0,0.0,0,0,0,False,python
188205,95256237,,,True,,0.9994273093872739,0.5,0.0,1,0.6666666666666666,0,0,0,False,python
1178627,83947009,False,False,False,False,1.0,0.7307692307692307,0.21212121212121213,1,0.5263157894736842,0,0,0,False,python
314330,70344616,False,False,False,False,0.7941249838716614,0.0,0.8260869565217391,1,,6,0,1,False,python
810531,22997582,False,False,False,False,,0.7777777777777778,0.47058823529411764,1,0.14285714285714285,1,0,0,False,python
852685,59513429,True,True,False,False,0.22676899560537545,0.0,0.5555555555555556,1,,1,0,0,True,python
569268,70752864,,,False,,0.8972657679171415,0.8,0.0,1,0.25,0,0,0,False,python
1014095,54361124,True,False,False,False,0.9379946324251891,0.6470588235294118,0.2916666666666667,1,0.2727272727272727,1,0,5,True,python
498989,89024985,,,False,,0.938765189103484,0.6,0.0,4,0.0,0,0,0,False,python
1182699,93597541,True,False,,True,0.9967068645640074,0.7142857142857143,0.5882352941176471,1,0.0,0,0,0,True,python
650602,27120641,True,False,False,True,0.3172227956248948,0.4666666666666667,0.4827586206896552,1,0.5714285714285714,4,0,1,False,python
988047,15124520,False,False,False,True,0.7264273142045768,0.6875,0.1111111111111111,1,0.18181818181818182,0,0,0,True,python
618248,47042287,True,False,False,False,0.9784306235791393,0.9583333333333334,0.22580645161290322,8,0.5652173913043478,0,0,0,False,python
1222,91130687,True,False,False,False,1.0,0.0,0.16129032258064516,1,,2,0,0,True,python
1001500,61883811,,,False,,0.17057449235683322,0.625,0.0,1,0.0,0,0,0,False,python
769958,42142178,False,False,False,False,0.3657701009215924,0.9583333333333334,0.38461538461538464,2,0.0,0,0,0,False,python
815440,42681100,,,False,,,0.15,0.0,1,0.6666666666666666,0,0,0,False,python
1197620,94304084,True,False,False,False,0.5339879274055835,0.6666666666666666,0.14285714285714285,1,0.0,0,0,0,False,python
361923,71140167,True,True,False,True,0.9918105448719164,0.7,0.6428571428571429,1,0.0,11,1,1,True,python
740783,81700215,True,False,False,False,0.9416688290660794,0.5294117647058824,0.2916666666666667,1,0.2222222222222222,1,0,5,True,python
432922,77948798,True,False,False,False,0.5548642926623354,0.8461538461538461,0.74,1,0.2727272727272727,10,2,6,True,python
1152388,29408527,True,False,True,True,,1.0,0.5087719298245614,2,0.0,38,0,9,True,python
972373,83947009,False,False,False,False,1.0,0.6153846153846154,0.5185185185185185,1,1.0,0,0,0,False,python
667740,79482254,True,True,False,True,0.6633490175168144,0.0,0.6,1,,1,0,0,False,python
480076,14750771,,,False,,,0.5263157894736842,0.0,1,0.0,0,0,0,False,python
69898,96465207,,,True,,1.0,0.4666666666666667,0.0,1,0.7142857142857143,0,0,0,False,python
677116,38495995,False,True,False,False,,0.6,0.5454545454545454,1,0.0,0,0,0,False,python
1258699,47465027,True,False,False,False,1.0,0.22727272727272727,0.3125,1,0.0,0,0,0,False,python
728105,93091745,False,False,False,False,1.0,0.3939393939393939,0.15384615384615385,1,0.3076923076923077,0,0,0,False,python
947004,27120641,False,True,False,False,0.3172227956248948,0.7142857142857143,0.46153846153846156,1,0.1,0,0,1,False,python
217347,60484758,True,False,False,False,0.9993305931519537,0.3333333333333333,0.20588235294117646,1,0.6666666666666666,0,0,2,True,python
279839,30987788,,,False,,,0.5,0.0,1,0.0,0,0,0,False,python
987973,45106953,False,False,False,False,0.9613244132648796,0.6666666666666666,0.3076923076923077,1,0.0,0,0,0,False,python
1153261,63988248,False,True,False,False,1.0,0.4,0.16666666666666666,1,0.0,1,0,0,True,python
894572,27627387,True,False,True,True,,0.9047619047619048,0.2972972972972973,2,0.39473684210526316,1,0,3,True,python
690511,45357664,,,False,,,0.3333333333333333,0.0,1,1.0,0,0,0,False,python
1254364,81791748,,,False,,0.99792539519152,0.2,0.0,4,0.0,0,0,0,False,python
328140,47644193,False,False,False,False,0.9999952924485431,0.5,0.5,1,0.0,0,0,0,False,c
564548,41806912,True,False,False,False,0.9909289267388881,0.88,0.3023255813953488,2,0.3181818181818182,3,0,4,False,python
918543,22551349,True,False,False,False,,0.0,0.36363636363636365,2,,1,0,0,True,python
70955,75626605,,,False,,0.9054510068055251,0.5,0.0,1,0.5,0,0,0,False,python
500795,93096500,False,False,False,True,0.997347884101542,0.0,0.3728813559322034,1,,9,0,0,True,python
811048,74897953,False,False,False,True,0.9999679560239569,0.0,0.5,1,,0,0,0,False,python
481597,79671291,True,True,True,False,,0.65,0.4117647058823529,1,0.6923076923076923,2,0,0,True,python
1046646,74897953,,,False,,0.9999679560239569,0.4166666666666667,0.0,1,0.2,0,0,0,True,python
546559,89208298,True,True,False,False,1.0,0.5555555555555556,0.5,1,0.8,1,0,1,False,python
680796,26602860,,,False,,,0.6875,0.0,1,0.09090909090909091,0,0,0,False,python
1001543,74897953,False,True,False,False,0.9999679560239569,0.0,0.38095238095238093,1,,0,0,0,False,python
532254,92800414,True,False,False,False,0.47641486349868123,0.8461538461538461,0.5185185185185185,1,0.36363636363636365,8,0,2,True,python
619107,70752864,,,False,,0.8972657679171415,0.7777777777777778,0.0,1,0.14285714285714285,0,0,0,False,python
4659,74763712,,,False,,0.9400630914826499,0.125,0.0,3,0.0,0,0,0,False,python
884816,87641713,,,False,,1.0,0.0,0.0,1,,0,0,0,False,python
181394,36200517,False,False,True,False,0.020135250178081786,0.6470588235294118,0.46875,16,0.18181818181818182,0,0,1,False,python
625145,63446742,True,False,False,False,0.9940248867013061,0.8490566037735849,0.2535211267605634,1,0.5111111111111111,0,0,1,False,python
1082221,75567150,True,False,False,False,1.0,1.0,0.35,1,0.0,2,0,2,True,python
664758,67679495,False,True,False,False,0.9692889638314246,0.5238095238095238,0.40540540540540543,3,0.18181818181818182,0,0,0,False,python
267364,42681100,False,False,False,False,,0.5,0.07692307692307693,1,0.8333333333333334,0,0,0,False,python
185233,75626605,,,False,,0.9054510068055251,0.6666666666666666,0.0,1,0.0,0,0,0,False,python
364143,43486388,,,False,,1.0,0.4782608695652174,0.0,1,0.18181818181818182,0,0,0,False,python
850124,66282949,False,True,False,True,0.9119300202394902,0.0,0.42168674698795183,1,,44,0,0,True,python
974977,36200517,False,False,True,False,0.020135250178081786,0.5789473684210527,0.42424242424242425,16,0.2727272727272727,0,0,1,False,python
158156,55179614,False,False,False,False,0.7141299071007031,0.21052631578947367,0.05,1,0.0,0,0,0,False,python
741754,74208201,,,False,,0.7991552540637399,0.21428571428571427,0.0,3,0.0,0,0,0,False,python
592239,93292118,True,False,False,False,1.0,0.48,0.46236559139784944,2,0.5416666666666666,8,1,0,False,python
295328,41753170,,,,,,1.0,0.4444444444444444,1,0.0,,,,,
62030,52626322,True,False,False,False,1.0,0.8518518518518519,0.4489795918367347,0,0.6956521739130435,0,2,0,False,python
1074067,42142178,False,True,False,False,0.3657701009215924,0.7,0.5,2,0.0,0,0,0,False,python
848441,86170615,False,True,True,False,0.5032978703223232,0.9285714285714286,0.5757575757575758,1,0.3076923076923077,0,0,1,True,python
638214,95380726,True,False,True,False,,0.5,0.5,5,0.0,1,0,1,False,python
336202,41806912,True,True,False,False,0.9909289267388881,0.6363636363636364,0.5217391304347826,2,0.0,0,0,0,False,python
335621,75626605,False,True,False,True,0.9054510068055251,0.6595744680851063,0.6083333333333333,1,0.12903225806451613,15,1,4,True,python
188548,72426266,False,False,False,False,0.9892854105882821,0.3157894736842105,0.13636363636363635,1,1.0,1,0,0,False,python
752375,43584002,,,False,,0.7386462332668154,0.6666666666666666,0.0,1,0.0,0,0,0,True,python
1115940,41806912,True,False,False,False,0.9909289267388881,0.7333333333333333,0.25,2,0.0,0,0,0,False,python
904052,81074937,False,False,False,True,1.0,0.5769230769230769,0.35,1,0.5333333333333333,3,0,2,True,python
1185142,73413447,False,False,False,False,0.8521732079143691,0.2222222222222222,0.1,2,0.0,0,0,0,False,python
128803,39704412,False,False,False,False,,0.5,0.5294117647058824,1,1.0,0,0,0,False,python
1160967,39704412,,,False,,,0.5,0.0,1,0.3333333333333333,0,0,0,False,python
952791,85238041,True,True,False,True,0.3325187433522713,0.6666666666666666,0.45454545454545453,2,1.0,0,0,0,False,python
768848,54361124,True,True,False,False,0.9379946324251891,0.9523809523809523,0.5116279069767442,1,0.25,10,0,1,True,python
476738,16029331,,,False,,,0.5,0.0,1,0.0,0,0,0,False,python
139818,41806912,True,False,False,False,0.9909289267388881,0.0,0.4418604651162791,2,,2,0,1,True,python
893953,39964941,,,False,,0.5809788849154887,1.0,0.0,1,0.0,0,0,0,True,python
611962,64606807,False,True,False,False,0.9953535615002742,0.8333333333333334,0.48936170212765956,1,0.0,0,0,2,False,python
131480,93597541,False,True,,False,0.9967068645640074,0.8,0.6153846153846154,1,0.0,7,0,0,True,python
739946,71250527,False,False,True,False,,0.3181818181818182,0.022222222222222223,1,0.07142857142857142,0,0,0,False,python
950203,74897953,False,False,False,False,0.9999679560239569,0.06666666666666667,0.375,1,0.0,0,0,0,False,python
326572,76602490,,,False,,0.9997307424486274,0.4375,0.0,1,0.42857142857142855,0,0,0,False,python
619193,52626322,True,False,False,False,1.0,0.8,0.375,0,0.625,0,0,0,False,python
204439,15124520,True,False,False,False,0.7264273142045768,0.875,0.5,1,0.7142857142857143,0,1,4,True,python
233903,76602490,True,False,False,False,0.9997307424486274,0.5333333333333333,0.375,1,0.25,0,0,0,False,python
525579,64794951,False,False,False,False,0.997968462485471,0.5,0.15789473684210525,1,0.75,0,0,0,False,python
443353,94085525,False,True,False,False,1.0,0.4666666666666667,0.4230769230769231,1,0.0,0,0,2,True,python
373702,36578950,False,False,,False,,0.5,0.391304347826087,1,0.5714285714285714,0,0,0,False,python
331525,84108482,False,False,False,False,1.0,0.875,0.030303030303030304,1,0.0,0,0,0,False,python
821899,55952847,True,False,False,False,0.048609660864423095,0.6363636363636364,0.35294117647058826,2,0.2857142857142857,0,0,2,False,python
538506,38447805,False,False,False,False,,0.25,0.2,1,1.0,0,0,0,False,python
759919,95883737,,,False,,0.9988491511363374,0.8571428571428571,0.0,1,0.0,0,0,0,False,python
344117,43584002,True,False,False,False,0.7386462332668154,0.5714285714285714,0.5333333333333333,1,0.0,0,1,2,True,python
1087282,79482254,True,False,False,False,0.6633490175168144,0.6363636363636364,0.4634146341463415,1,0.0,10,1,3,True,python
570373,68741949,False,False,False,False,0.896294006865545,0.0,0.10714285714285714,2,,0,0,0,False,python
433800,92383730,False,False,False,False,0.7664793138417643,0.8297872340425532,0.21666666666666667,2,0.0,0,0,1,False,python
662825,70043832,,,False,,0.9977767537007273,0.15384615384615385,0.0,1,0.0,0,0,0,True,python
1177992,52626322,False,False,False,False,1.0,0.42857142857142855,0.3,0,0.0,0,0,0,False,python
723832,65494128,False,True,False,True,,0.7368421052631579,0.4864864864864865,0,0.5,1,0,2,True,python
1106886,30062330,,,False,,0.9998109291718102,0.5,0.0,1,0.0,0,0,0,False,python
955956,80210005,,,False,,0.6674813195037244,0.8571428571428571,0.0,1,0.3333333333333333,0,0,0,False,python
1237497,44220745,False,False,False,False,,0.8125,0.23809523809523808,1,0.0,0,0,0,True,python
1080148,59786452,True,True,False,True,1.0,0.6363636363636364,0.6,1,0.42857142857142855,9,0,2,True,python
1192100,36365820,False,True,True,False,,0.25,0.5555555555555556,12,0.0,0,0,1,False,python
356373,79355064,True,True,False,False,1.0,0.23333333333333334,0.45454545454545453,1,0.14285714285714285,0,0,0,False,python
1180987,70043832,,,False,,0.9977767537007273,0.8181818181818182,0.0,1,0.0,0,0,0,False,python
251496,64606807,False,False,False,False,0.9953535615002742,0.7142857142857143,0.2631578947368421,1,0.0,0,0,0,False,python
414491,95175467,,,False,,1.0,0.6,0.0,1,0.6666666666666666,0,0,0,False,python
14235,36578950,True,True,,True,,0.6666666666666666,0.25,1,0.4,3,0,0,False,python
294285,82528964,True,True,False,False,1.0,0.6666666666666666,0.35135135135135137,1,0.5,1,0,3,True,python
1085836,40163668,False,False,False,False,,0.9714285714285714,0.5,1,0.6176470588235294,0,0,0,False,R
990097,75567150,False,False,False,False,1.0,0.09090909090909091,0.5217391304347826,1,0.0,10,0,1,True,python
