nb_id,repo_id,longer_beginning,longer_ending,md_frequency,has_title,num_commits,md_format,non_exec_prop,exec_inorder,exec_skips,has_error,comm_messages,speaking_language
946166,93292118,True,False,0.3114754098360656,False,5,False,0.0,1.0,1.0,False,"[""Synchronize chapter 7's code and the corresponding notebook's code"", 'Since mldata.org is down, download MNIST elsewhere', 'Upgrade notebooks to TensorFlow 1.0.0', 'Move to sklearn 0.18', 'Add notebooks for chapters 5 to 14']",English
729600,43584002,False,True,0.07142857142857142,True,1,True,0.0,,,False,['udacity'],English
564918,82463896,True,False,0.5909090909090909,True,1,True,0.0,1.0,1.0,False,['project 4'],English
950920,42681100,,,,False,1,,0.0,0.8181818181818182,2.727272727272727,False,"[""Added Dustin's IpyNotebooks""]",
991672,92048647,False,False,0.2777777777777778,True,2,False,0.0,0.8,92.66666666666667,False,"['update of the final version', 'Add files via upload']",English
1138838,22551349,True,False,0.29411764705882354,False,1,False,0.0,0.9285714285714286,3.9285714285714284,False,['I added a lab for lesson 5.'],Welsh
151312,52626322,True,False,0.8,False,1,False,0.0,0.625,4.25,False,['update'],English
1228971,39974245,True,False,0.7037037037037037,False,1,False,0.0,0.9354838709677419,2.967741935483871,False,['rearrange directories'],English
910697,84631944,True,False,0.575,False,2,True,0.0,1.0,1.0,False,"['spark WikipediaRanking done', 'add hw1']",English
514544,93096500,True,True,0.6229508196721312,False,2,True,0.0,0.9473684210526315,2.5,True,"['Fix bug in solution to fizzbuzz problem', 'Add data structure chapters, revise excercises to use unittest']",English
708529,38498516,,,,False,2,,0.125,1.0,1.5,False,"['added json and js file, salary view working', 'added job title json file, salary view']",
394928,60493345,False,True,0.9444444444444444,True,1,False,0.0,1.0,5.875,False,['ddb hw4 feedback'],English
150506,22743322,,,,False,1,,0.0,,,False,['update draft'],
778711,72466386,,,,False,1,,0.0,1.0,1.5714285714285714,False,['project 4'],
636129,95890486,,,1.0,True,1,True,1.0,,,False,['intro to tf lab'],English
873532,57122914,,,,False,3,,0.0,1.0,1.0,False,"['Bootstrap framework added', 'Adding python script to load tweets into MongoDB', 'Adding python script to load tweets into MongoDB']",
555417,15124520,,,,False,1,,0.0,0.6666666666666666,3.3333333333333335,False,['draft B finished and sent'],
79517,91499355,True,False,0.7647058823529411,True,1,True,0.9230769230769231,,,False,['add files'],English
209376,52626322,False,False,0.5909090909090909,True,1,False,0.0,1.0,1.5714285714285714,False,['update'],English
937331,90480464,False,False,0.045454545454545456,False,1,False,0.1590909090909091,0.9130434782608695,4.739130434782608,False,['publish code on github'],Indonesian
499247,91130687,False,True,0.3522727272727273,True,2,True,0.9444444444444444,,,False,"['switched environment to python=3.5 for windows compatibility', 'renamed notebooks']",English
177721,59383520,,,,False,1,,0.0,1.0,8.0,False,['Working with structured directory.'],
416868,45655960,False,False,0.5833333333333334,False,6,False,0.0,1.0,6.866666666666666,False,"['Pushups renormalized, pushup inference up, inference refactored', 'Added all preprocessed pushups', 'Server up', 'Tryna merge, meng', 'API and full pipeline from text file to prediction up and running :D WOOOO', 'pushup normalization and fixed small feature things']",English
1074927,72466386,False,False,0.0784313725490196,False,1,False,0.0,1.0,1.0,False,['Capstone'],Spanish
237943,22551349,False,False,0.09090909090909091,False,1,False,0.0,0.8571428571428571,4.785714285714286,False,['I am cleaning up the materials for lecture 3.'],Portuguese
1106322,44220745,,,0.14285714285714285,True,1,True,0.0,1.0,2.0,False,['Notes'],English
914547,61820883,False,False,0.52,True,1,True,0.6666666666666666,,,False,['moved tutorial content to new repo - old one is corrupted'],English
589078,89159558,,,,False,1,,0.10526315789473684,0.8571428571428571,7.928571428571429,True,['inital commit'],
1044503,59383520,,,,False,1,,0.0,1.0,1.0,False,['Working with structured directory.'],
143457,95175467,,,,False,1,,0.2857142857142857,1.0,1.0,False,['initial commit'],
715173,20816340,True,True,0.8055555555555556,True,2,True,0.42105263157894735,0.8333333333333334,3.0,False,"['update mardi_24_nov._2015_19:28:07', 'update mardi_05_mai_2015_10:19:01']",French
657882,66478811,,,,False,1,,0.0,,,False,['add'],
215932,93965316,,,,False,4,,0.2,1.0,1.0,False,"['subdir, WIP http', 'Improve error messages\n\nTODO avoid setup done on every cell', 'Add install instructions.', 'The kernel finally runs.  No command output yet.']",
916465,84522996,False,False,0.08333333333333333,True,1,False,1.0,,,False,['first commit'],English
182074,36578950,,,,False,1,,0.0,0.8666666666666667,11.133333333333333,False,['Bitácora y tarea parte 1'],
1216292,84634570,True,False,0.3333333333333333,False,1,True,1.0,,,False,['Course files'],English
909803,56629711,,,0.5,True,1,True,0.0,,,False,['Added the notebook for week 0'],English
600340,39704412,,,,False,1,,0.0,0.6666666666666666,3.0,False,['Se suben todos los notebooks de ipython'],
495729,74732556,,,,False,1,,0.0,1.0,1.0,False,['Rename design/ to sandbox/ for clarity.'],
4903,51168679,,,,False,1,,0.0,1.0,27.333333333333332,False,"['Código y ejercicios en clase de Laboratorio\n\nMétodos numéricos realizados en clase, Y/O aprendizajes para reforzar...']",
483900,50382317,False,True,0.8,False,4,True,0.0,0.8,18.6,False,"['Adding some more text', 'Updated posteriors on Talk', 'Added posterior probability', 'Finished Generative Example of LDA']",English
772880,87832338,False,True,0.8636363636363636,True,1,False,0.0,1.0,1.1,False,['Image Captioning using RNN and LSTM models with compressed MSCOCO data'],English
1198771,96188406,False,False,0.21428571428571427,True,11,False,0.0,0.9,2.0,False,"['udpate', 'update', 'update', 'clear package', 'update', 'linear alasticity can work well now', 'udpate', 'add geogram', 'add Lshape example', 'update', 'reinit reo']",
744949,71798807,True,True,0.7391304347826086,True,1,False,0.0,0.8888888888888888,1.8888888888888888,False,['Add project stats notebook'],English
1215903,73209564,False,False,0.1282051282051282,False,1,False,0.0,0.7605633802816901,42.563380281690144,False,['also rename notebooks with semantic names'],English
231597,89159558,,,,False,1,,0.0,0.8928571428571429,7.607142857142857,False,['inital commit'],
818899,52626322,True,False,0.8636363636363636,True,1,False,0.0,0.9166666666666666,3.6666666666666665,False,['Updates'],English
619002,29422353,,,,False,1,,0.0,0.3333333333333333,16.0,False,['Initialise Project'],
57447,89762755,True,False,0.6060606060606061,False,1,True,0.043478260869565216,0.7619047619047619,10.619047619047619,False,['Add files via upload'],Spanish
1016538,39964941,,,,False,10,,0.5,,,False,"['merged', 'more changes', 'more changes', 'more changes', 'Changes', 'more changes', 'Changes', 'more changes', 'more changes', 'added for kaggling']",
331452,87239313,,,,False,1,,0.0,1.0,1.5,False,['more tutorials'],
729499,37127904,,,,False,2,,0.2,0.5,3.0,False,"['Nieuwe JSON files, range is nu 2004-2014', 'Convert notebook + JSON files']",
557873,74897953,True,False,0.5866666666666667,True,1,True,0.0,0.967741935483871,3.3225806451612905,False,['30 January'],Russian
896776,53352407,False,False,0.7777777777777778,True,9,False,0.0,1.0,1.2,False,"['Parameters change to Policy; params to policy', 'update behavioral_example notebook for new update method name', 'behavior better separated from tax law params', 'update behavior notebook output for new puf', 'run cells in notebook', 'notebook shows better examples', 'adopt new reform stlye', 'update notebooks -- they still need work', 'initial rtd format']",English
409321,70344616,False,True,0.3055555555555556,True,1,True,0.0,1.0,1.0,False,['add workshop_05'],English
654268,81791748,,,,False,1,,0.2,1.0,1.0,False,['April 15 commit'],
611919,55952847,,,0.625,True,1,True,0.0,1.0,5.75,True,['all unittest passing'],English
439024,81791748,,,,False,2,,0.25,1.0,8.0,False,"['Adding canadafreepress & dailyheadlines scraping nbs', 'Add extract nbs']",
806012,72466386,,,,False,1,,0.0,1.0,1.0,False,['not a great p4'],
218994,92964180,True,False,0.43478260869565216,False,3,True,0.0,0.9333333333333333,1.2666666666666666,False,"['Updating all files to the latest python 3.5 syntax. Updated graphlab create, numpy, pandas, and sklearn to latest builds', 'updating for newest version of pandas', 'Adding files back after renaming']",English
238962,22551349,True,True,0.42592592592592593,True,2,True,0.975609756097561,,,False,"['I cleaned the labs.', 'I added materials for lecture 4.']",English
561518,81791748,,,,False,3,,0.0,1.0,3.0,False,"['April 15 commit', 'Delete darkmoon_scrape-checkpoint.ipynb', 'Adding canadafreepress & dailyheadlines scraping nbs']",
431227,89198996,True,False,0.33653846153846156,True,3,True,0.07317073170731707,0.5753424657534246,21.54794520547945,False,"['fixed flat', 'added scripts', 'first commit']",English
1081735,93934595,False,False,0.5,True,3,False,0.0,0.9,10.9,False,"['Python side ready', 'added user interface notebook', 'Clean version of visuazlization']",English
873949,89853917,True,True,0.9230769230769231,True,3,True,0.2,1.0,1.0,False,"['made batch size change', 'change activation to linear', 'initial commit']",English
1242619,72153021,True,True,0.8478260869565217,True,1,True,0.0,1.0,1.105263157894737,False,['Add files via upload'],English
891352,76065931,False,True,0.23529411764705882,True,1,False,0.0,0.9166666666666666,1.6666666666666667,True,['final_1'],Hungarian
891156,15124520,False,False,0.46153846153846156,False,4,False,0.0,1.0,1.0,False,"['checkpoint', 'check point', 'blog?', 'blog?']",English
686744,45427857,,,,False,1,,0.0,0.8,28.2,False,['initial commit'],
255052,80286710,True,True,0.972972972972973,True,2,True,0.0,1.0,1.0,False,"['Add P4', 'Add P2']",English
495520,35895870,False,False,0.08333333333333333,False,1,False,0.0,1.0,1.0,False,['add learning notes from tensorflow'],English
367759,52626322,True,False,0.8666666666666667,True,1,False,0.0,0.875,2.375,False,['Updates'],English
791968,38447805,False,True,0.3333333333333333,False,1,False,0.0,1.0,1.0,False,['commit_2nd'],English
610942,85632190,False,False,0.07142857142857142,False,1,False,0.0,1.0,1.0,False,['class'],English
1064317,52626322,True,False,0.8947368421052632,True,1,False,0.0,0.9,0.9,False,['Updates'],English
27689,52626322,True,False,0.8076923076923077,True,1,False,0.0,0.8666666666666667,1.4666666666666666,False,['update'],English
4800,82731174,,,0.25,True,1,False,1.0,,,False,['Finish the hw1'],English
663037,81791748,,,,False,2,,0.4,1.0,1.0,False,"['Adding canadafreepress & dailyheadlines scraping nbs', 'Add extract nbs']",
866222,24748843,,,,False,1,,0.0,,,False,['initial\n\ncap 1 partial and cap 2'],
406265,88677332,,,,False,1,,0.0,1.0,1.3333333333333333,False,['first commit'],
1204859,15124520,,,0.5,False,4,False,0.0,1.0,2.0,False,"['project proposal', 'long time since the last save', 'markov with seed', 'markov and twitter']",English
1044436,80116644,,,,False,1,,0.0,1.0,1.0,False,['configure U/I with flask server side'],
240501,83247711,False,True,0.44,True,1,False,0.0,1.0,1.0,False,['Capstone Final Project Started'],English
1209113,51233056,False,False,0.3333333333333333,False,1,False,0.0,0.9,1.3,False,['first commit!'],English
1034894,60880099,False,False,0.6944444444444444,True,3,False,0.0,0.9473684210526315,1.736842105263158,False,"['test', 'removed hard coded paths', 'cleaning up']",English
910396,75626605,True,False,0.7346938775510204,True,1,True,0.0,0.8947368421052632,9.210526315789474,False,['Machine Learning Specilaization\n\nCourse 1- 4'],English
952418,82528964,False,False,0.5625,False,1,True,0.0,0.9090909090909091,11.454545454545455,False,['first commit'],English
1025896,61019926,False,False,0.29411764705882354,False,1,True,0.0,1.0,1.0,False,['Initial upload of files from VM'],English
842777,36578950,,,0.125,True,1,False,0.0,0.6666666666666666,3.0,False,['Bitácora y tarea parte 1'],Spanish
365193,90480464,False,False,0.08333333333333333,False,1,False,0.0,0.95,2.45,False,['publish code on github'],Indonesian
1004983,16264060,True,False,0.5652173913043478,True,1,True,0.0,1.0,45.266666666666666,False,['Init'],English
653243,93292118,True,False,0.2638888888888889,False,5,True,0.0,1.0,1.0,False,"['Add exercise solutions for chapter 10, and improve code sync between book and notebook', 'Use tf.layers instead of tf.contrib.layers', 'Upgrade notebooks to TensorFlow 1.0.0', 'Minor improvement in chapter 10', 'Add notebooks for chapters 5 to 14']",English
773539,85071819,,,,False,0,,1.0,,,False,[],
86728,68390683,False,False,0.15384615384615385,False,1,False,0.0,1.0,1.8333333333333333,False,['Ajout des notebooks de la formation'],French
1250667,38447805,False,False,0.42857142857142855,False,1,True,0.0,0.8,30.8,False,['commit_1st'],English
590465,61883811,,,,False,1,,0.2,1.0,1.2,False,['Additional Small Projects'],
310989,68604593,,,,False,3,,0.0,0.8333333333333334,10.333333333333334,False,"['dtw-like working. (?)', 'Testing chroma-based-SSM.', 'Testing ssm with chroma feature.']",
1229219,81791748,,,,False,2,,0.0,1.0,1.25,False,"['April 15 commit', 'Add files via upload']",
462519,74732556,True,True,0.782608695652174,False,8,False,0.0,1.0,1.0,False,"['Move testing code out of the main library.', 'Ongoing regression test work.', 'Update testing code and expand the section on GPS receivers in the user guide.', 'Add example limits to the battery charger section of the user guide.', 'Update the battery charger documentation.', 'Repo cleanup.', 'First full iteration of the battery charger documentation.', 'Stub-out battery charger documentation using a Jupyter notebook.']",English
327993,39964941,,,,False,1,,1.0,,,False,['added new projects and modified rest'],
358465,83247711,False,False,0.4666666666666667,True,2,True,0.0,1.0,7.0,False,"['Hospital Readmission Exercise Complete', 'Submitting Data Story\n\nFirst Data Story submitted as an analysis of the Trump vs Clinton\npresidential Debates']",English
1107267,96154046,,,,False,2,,1.0,,,False,"['Add files via upload\n\nadd', 'Rename notebook.ipynb to xgboost.ipynb']",
228848,25423693,,,,False,1,,0.0,1.0,7.25,False,['linear and classification'],
1022553,52626322,True,False,0.9444444444444444,True,1,False,0.0,0.8888888888888888,0.8888888888888888,False,['Updates'],English
863540,14479635,,,0.5,True,1,False,0.0,1.0,1.0,False,['trying some new generators for dates'],Tagalog
1234375,74256624,,,0.2,False,4,True,0.0,1.0,3.3333333333333335,False,"['added Jump diffusion theorem', 'rejection method: std normal done', 'rejection method, std normal plot is weiered', 'start rejection method']",English
444695,42142178,False,False,0.029411764705882353,False,1,False,0.0,0.7575757575757576,52.90909090909091,True,['hw2 commented'],English
983838,52626322,False,False,0.7,True,1,False,0.0,0.8333333333333334,0.8333333333333334,False,['Updates'],English
905964,80882387,False,False,0.9285714285714286,True,1,False,0.125,0.8,2.2,True,['week 8 hw (unfinished)'],English
523340,80286710,True,True,1.0,True,1,True,0.0,1.0,1.368421052631579,False,['Add P4'],English
314331,70344616,False,True,0.3181818181818182,True,1,True,0.0,1.0,1.0,False,['add workshop_11'],English
401638,29982328,False,False,0.8260869565217391,True,6,False,0.0,0.9166666666666666,1.6666666666666667,True,"['update plotting to cartopy', 'cleanup teaching notebooks', 'check in various updates', 'misc updates', 'update matplotlib ex', 'adding notebooks from MSI advanced python course']",English
1013074,53065713,True,False,0.9051724137931034,True,2,True,0.0,0.9423076923076923,4.596153846153846,False,"['fix typo', 'upload PythonForMODS materials']",English
796556,52626322,False,False,0.84,True,1,False,0.0,1.0,1.0,False,['update'],English
136585,41753170,,,,False,1,,0.0,1.0,1.0,True,['initial commit'],
11007,79238732,,,,False,1,,0.0,1.0,1.0,False,['initial commit'],
674624,81049960,False,False,0.7241379310344828,True,1,True,0.05555555555555555,0.9230769230769231,13.076923076923077,False,['Finished project 1'],English
132237,52626322,True,False,0.8571428571428571,False,1,False,0.0,0.8571428571428571,0.8571428571428571,False,['update'],English
446407,85071819,False,False,0.37681159420289856,False,0,False,0.9818181818181818,,,False,[],English
552388,50112589,,,0.5,False,3,False,1.0,,,False,"['Agregando imagen\n\nAgregando imagen', 'Actualizando las tareas\n\nActualizando las tareas', 'Actualizando las tareas\n\nActualizando las tareas']",Spanish
560168,84631944,False,False,0.6666666666666666,True,2,False,0.0,1.0,5.48,False,"['spark WikipediaRanking done', 'add hw1']",English
269216,39974245,,,,False,1,,0.0,0.8571428571428571,4.142857142857143,False,['gridding shit'],
1246020,39704412,False,False,0.9375,True,1,False,0.0,1.0,1.0,False,['Se suben todos los notebooks de ipython'],Spanish
615526,54928185,,,0.25,False,2,False,0.0,,,False,"['week 6 lecture', 'week 6 and project']",English
1075754,37127904,,,,False,10,,0.3333333333333333,0.5,6.5,True,"['Joost fix', 'Nieuwe kaart woei! Alleen nog nieuwe provincies.json met leading zeroes, dan werkt zoomen', 'Nog eentje', 'Nieuwe JSON bestanden', 'aangepaste prov-gem, plus (foute) geojsons', 'json coordinaten per jaar per gemeente', 'gem-prov notebook weer up to date', 'jaren veranderen nog steeds tegelijk elke iteratie -pro-gem.pynb', 'prov-gem', 'prov-gem functie toegevoegd, json voor prov-gem']",
1086913,82969914,True,True,0.23529411764705882,True,2,True,0.0,1.0,1.0,False,"['Second submission', 'Capstone completed']",English
542369,44220745,,,0.75,False,1,False,1.0,,,False,['Notes'],English
323788,55179614,,,,False,1,,0.0,1.0,1.6363636363636365,False,['best model so far'],
1247073,41753170,,,,False,1,,0.0,1.0,1.0,False,['initial commit'],
976430,51079248,False,True,0.8260869565217391,True,2,False,0.0,1.0,1.2222222222222223,False,"['Updated Jupyter file\n\nUpdated Jupyter file', 'Added Jupyter and html files']",English
603219,78586348,,,0.6,True,1,False,0.0,0.5,27.0,False,['Midterm'],English
1198056,66648897,,,,False,1,,0.375,1.0,1.0,False,['more experiments'],
188205,95256237,,,,False,1,,0.25,0.7142857142857143,7.142857142857143,False,['first cross-city project'],
1178627,83947009,False,False,0.25,False,1,True,0.038461538461538464,1.0,3.0434782608695654,False,['clt practice'],English
314330,70344616,False,True,0.3181818181818182,True,1,True,0.0,1.0,1.0,False,['add workshop_11'],English
810531,22997582,False,False,0.8125,True,2,True,0.0,1.0,1.0,False,"['Changed made for adding uncertainty from DIC', 'Add DIC-Xray*.ipynb for BB']",English
852685,59513429,,,0.875,False,1,True,0.75,,,False,['Add basic Python exercises'],English
569268,70752864,,,,False,1,,0.0,0.6666666666666666,1.3333333333333333,True,['add ipynb cases'],
1014095,54361124,True,False,0.4782608695652174,True,1,True,0.11764705882352941,0.9230769230769231,5.461538461538462,True,['Initial commit'],English
498989,89024985,,,,False,1,,0.0,0.6666666666666666,3.3333333333333335,False,['wrote simulation code'],
1182699,93597541,True,False,0.875,True,1,True,0.2857142857142857,0.25,11.0,False,"['hw2,hw3']",English
650602,27120641,True,False,0.6428571428571429,True,3,False,0.0,1.0,1.1428571428571428,False,"[""'Add got scotch demo'"", ""'Some fixes after fistrehearsal'"", ""'Initial commit for plos'""]",English
988047,15124520,True,False,0.23529411764705882,False,6,False,0.0,1.0,2.0714285714285716,False,"['more quickness', ""Merge branch 'master' of https://github.com/Chuphay/python"", 'changes', 'quickness', 'quickness', 'quick physics']",English
618248,47042287,True,False,0.3,True,2,False,0.0,1.0,1.0,False,"['added missing data tutorial', 'renamed notebooks']",English
1222,91130687,True,False,0.3333333333333333,False,2,True,0.9615384615384616,,,False,"['switched environment to python=3.5 for windows compatibility', 'initial commit']",English
1001500,61883811,,,,False,1,,0.0,1.0,1.5,False,['Additional Small Projects'],
769958,42142178,False,False,0.7105263157894737,False,1,False,0.0,0.8181818181818182,27.227272727272727,True,['hw3 commented'],English
815440,42681100,,,,False,1,,0.0,1.0,1.7,False,"[""Added Dustin's IpyNotebooks""]",
1197620,94304084,True,False,0.3076923076923077,False,1,False,0.0,0.9,3.0,True,['Initial commit'],English
361923,71140167,True,True,0.48148148148148145,True,2,True,0.0,0.75,10.25,False,"['Organising things better, added Python Intro notes', 'Added First Random Number Lecture Notes']",English
740783,81700215,True,False,0.4782608695652174,True,1,True,0.29411764705882354,1.0,1.0909090909090908,False,['initial'],English
432922,77948798,True,False,0.4489795918367347,True,1,True,0.0,1.0,1.0,False,['docs : Renamed Machine Learning Projects'],English
1152388,29408527,True,False,0.7857142857142857,False,5,True,0.0,1.0,1.0,True,"['Fixed several Docker issues.', 'Docker version.', 'Final Draft Week 4.', 'Draft Week 4', 'Updated to match existing course schedule.']",English
972373,83947009,False,False,0.6153846153846154,False,2,False,0.0,1.0,2.1818181818181817,False,"['updates to variance drills section', 'normal distribution and central limit theorem']",English
667740,79482254,,,1.0,True,1,True,1.0,,,False,['lab finished'],English
480076,14750771,,,,False,6,,0.0,0.9411764705882353,3.2941176470588234,False,"['All done', 'Cleaned up the bottom graph legend', 'Bubble chart improvements', 'Draft 1 for live', 'Refactor', 'Initial commit']",
69898,96465207,,,,False,1,,0.0,1.0,1.0,False,['Add files via upload'],
677116,38495995,False,True,0.9,True,1,True,0.4,1.0,1.0,False,['init'],English
1258699,47465027,True,False,0.6129032258064516,True,2,False,0.0,1.0,1.95,False,"['Upate and review regression assignment 2', 'Completed assignment 2.']",English
728105,93091745,False,False,0.2894736842105263,True,1,False,0.0,1.0,1.3870967741935485,False,['BankNote_Classification.ipynb'],English
947004,27120641,False,True,0.56,True,4,False,0.0,0.9230769230769231,2.769230769230769,False,"[""'something note committed'"", ""'Add got scotch demo'"", ""'Some fixes after fistrehearsal'"", ""'Initial commit for plos'""]",English
217347,60484758,True,False,0.3333333333333333,True,1,True,0.0,0.8846153846153846,57.57692307692308,False,['added flights and twitter feed scripts'],English
279839,30987788,,,,False,1,,0.0,0.5,1.5,True,"['Add new pipeline, etc']",
987973,45106953,False,False,0.5833333333333334,True,1,False,0.0,1.0,1.0,False,['image morphology tutorial added'],English
1153261,63988248,False,True,0.29411764705882354,False,1,False,0.0,0.8461538461538461,2.6153846153846154,False,['Added folders'],English
894572,27627387,True,False,0.410958904109589,False,1,True,0.0,0.975609756097561,0.975609756097561,False,['ITS THE FINAL COUNTDOWN'],English
690511,45357664,,,,False,1,,0.0,1.0,1.0,False,['first commit.'],
1254364,81791748,,,,False,5,,0.0,1.0,6.0,False,"[""Merge branch 'master' of https://github.com/sgandavarapu/FakeNews"", 'April 15 commit', 'fixed the source', 'Delete saving_json.ipynb', 'Add files via upload']",
328140,47644193,,,0.3333333333333333,True,1,False,0.0,,,False,['by push shell script'],Korean
564548,41806912,True,False,0.40476190476190477,False,1,True,0.04,1.0,1.0,False,['notebooks'],English
918543,22551349,True,False,0.7,True,2,True,1.0,,,False,"['update', 'I updated the labs.']",English
70955,75626605,,,,False,1,,0.0,1.0,11.333333333333334,False,['Machine Learning Specilaization\n\nCourse 1- 4'],
500795,93096500,True,False,0.6896551724137931,False,2,True,0.9459459459459459,,,False,"['Seperate boilerplate testing code into its own module', 'Change folder names']",English
811048,74897953,True,False,0.4117647058823529,True,1,True,1.0,,,False,['30 January'],Russian
481597,79671291,False,True,0.7272727272727273,False,3,True,0.0,0.7894736842105263,19.789473684210527,False,"['occ', 'jupyter', 'kaggle']",English
1046646,74897953,,,,False,1,,0.0,0.7272727272727273,6.363636363636363,False,['30 January'],
546559,89208298,False,True,0.7647058823529411,True,2,False,0.0,1.0,1.0,False,"['Rename file', 'Add animate_robot_motion.ipynb']",Japanese
680796,26602860,,,,False,3,,0.0,0.8571428571428571,1.0714285714285714,False,"['Updated', 'Deleting out- to be updated', 'Logistic Regression Example']",
1001543,74897953,False,False,0.4,True,1,False,1.0,,,False,['30 January'],Russian
532254,92800414,True,False,1.0,True,1,True,0.0,0.9166666666666666,9.083333333333334,True,['It generates celebrity faces'],English
619107,70752864,,,,False,1,,0.0,1.0,1.1428571428571428,False,['add ipynb cases'],
4659,74763712,,,,False,3,,0.125,1.0,1.0,True,"['add find_z', 'rien', 'find angle to qr']",
884816,87641713,,,,False,1,,0.5,,,False,['Diffrent Aproaches for the competition\n\nI have tried diffrent aproached for the competition. The solutiont that\nwon it was combinedres2.csv and it had an ensemble vote of 2 for MLP and\n1 for GradientBoosting Classifier'],
181394,36200517,False,False,0.6774193548387096,True,11,False,0.0,1.0,1.0,False,"['docs and notebooks', 'small edits, I think..', 'and more', 'tests, docs, and more', 'update notbeooks', 'add re-generated notebooks with links', 'pdb and notebooks', 'grab a line from an AbsSystem', 'Multiple components', 'AbsComponent development', 'AbsSys begins']",English
625145,63446742,False,False,0.3,True,1,True,0.03773584905660377,0.8936170212765957,10.851063829787234,True,['Day One PyData'],English
1082221,75567150,True,False,0.631578947368421,True,1,False,0.0,0.8333333333333334,3.5,False,['Add files via upload'],English
664758,67679495,False,True,0.7777777777777778,False,2,True,0.0,1.0,1.8421052631578947,False,"['ipypar demo', 'Added ipyparallel demo']",English
267364,42681100,False,False,0.08333333333333333,True,1,False,0.0,0.9090909090909091,28.09090909090909,False,"[""Added Dustin's IpyNotebooks""]",English
