nb_id,repo_id,err_in
3633,165340941,no code
3649,165340941,no code
3655,165340941,no code
3656,165340941,no code
3755,165346947,no code
3760,165347613,no code
3778,165346854,no code
3786,165346854,no code
3788,165346854,no code
3845,165348559,no code
3850,165348559,no code
3851,165348559,no code
3861,165348559,no code
3903,165348559,no code
3972,165348559,nb file
3994,165348559,no code
4019,165348559,no code
4047,165348559,no code
4066,165348559,no code
4075,165348559,no code
4097,165348559,no code
4103,165348559,no code
4113,165348559,no code
4117,165348559,no code
4118,165348559,no code
4126,165348559,no code
4152,165348559,no code
4162,165348559,no code
4170,165348559,no code
4235,165348559,no code
4288,165348559,no code
4354,165348559,no code
4378,165348559,no code
4400,165348559,no code
4403,165348559,no code
4478,165351312,no code
4482,165351385,no code
4489,165351385,no code
4501,165351744,no code
4503,165351744,no code
4511,165351744,no code
4526,165351744,no code
4528,165351744,no code
4532,165351744,no code
4562,165351744,no code
4646,165351698,api
4655,165352005,no code
4657,165352005,no code
4669,165351760,no code
4676,165356243,no code
4740,165356511,no code
4751,165356823,no code
4752,165356823,no code
4826,165357636,no code
4827,165357636,no code
4871,165361827,no code
4931,165361716,no code
4967,165366897,no code
5008,165364508,no code
5011,165364508,no code
5012,165364508,no code
5014,165364508,no code
5016,165367061,no code
5186,165365844,no code
5216,165371349,has_author
5217,165371349,has_author
5218,165371349,has_author
5219,165371349,has_author
5233,165369878,no code
5241,165369878,no code
5256,165369534,no code
5260,165368812,num_commits
5262,165368812,no code
5264,165368812,no code
5268,165367949,no code
5307,165375142,no code
5312,165375142,no code
5313,165375142,no code
5316,165375142,no code
5317,165375142,no code
5318,165375142,no code
5346,165373643,nb file
5400,165380652,no code
5412,165380652,no code
5416,165380652,no code
5467,165378746,output_cell_prop
5467,165378746,image_prop
5480,165382756,no code
5482,165382756,no code
5495,165380407,num_commits
5539,165383542,no code
5591,165383260,no code
5619,165387672,no code
5677,165393196,no code
5678,165393196,no code
5681,165393196,no code
5686,165393196,no code
5687,165393196,no code
5690,165393196,no code
5693,165393196,no code
5699,165393196,no code
5702,165393196,no code
5708,165393196,no code
5710,165393196,no code
5719,165393196,no code
5722,165393196,no code
5724,165393196,no code
5727,165393196,no code
5728,165393196,no code
5732,165393196,no code
5736,165393196,no code
5737,165393196,no code
5761,165391815,no code
5762,165391815,no code
5822,165391612,no code
5826,165391612,no code
5844,165388817,no code
5918,165397882,no code
5924,165397882,no code
5926,165397882,no code
5930,165397882,no code
5934,165397882,no code
5935,165397882,no code
5937,165397882,no code
5946,165397882,no code
5951,165397882,no code
5953,165397882,no code
5955,165399847,no code
5956,165399847,no code
5957,165399847,no code
5959,165399847,no code
5963,165399847,no code
5964,165399847,no code
5966,165399847,no code
5969,165399847,no code
5973,165399847,no code
5987,165395556,nb file
6073,165400379,no code
6076,165400379,no code
6078,165400379,no code
6079,165400379,no code
6081,165400379,no code
6085,165400379,no code
6087,165400379,no code
6091,165400379,no code
6106,165402912,no code
6258,165407897,no code
6309,165413012,no code
6320,165415094,no code
6325,165415094,no code
6332,165417308,no code
6336,165417308,no code
6359,165414264,no code
6373,165414264,no code
6376,165414264,no code
6400,165414264,no code
6404,165414264,no code
6422,165414264,no code
6423,165414264,no code
6432,165414264,no code
6439,165414264,no code
6446,165414264,no code
6459,165414264,no code
6469,165414264,no code
6471,165414264,no code
6490,165414264,no code
6518,165414264,no code
6542,165414264,no code
6561,165414264,no code
6586,165414264,no code
6588,165414264,no code
6599,165414264,no code
6633,165414264,no code
6634,165414264,no code
6635,165414264,no code
6646,165414264,no code
6648,165414264,no code
6651,165414264,no code
6706,165414264,no code
6746,165415147,no code
6755,165415147,no code
6757,165415147,no code
6760,165415147,no code
6769,165415147,no code
6784,165415147,no code
6786,165415147,no code
6793,165415147,no code
6811,165415147,no code
6820,165415147,no code
6833,165415147,no code
6849,165415147,no code
6860,165415147,no code
6866,165415147,no code
6867,165415147,no code
6873,165415147,no code
6898,165415147,no code
6910,165415147,no code
6939,165415147,no code
6941,165415147,no code
6944,165415147,no code
6966,165415147,no code
6979,165415147,no code
6981,165415147,no code
7032,165422674,no code
7059,165419125,no code
7060,165419125,no code
7063,165419125,no code
7065,165419125,no code
7068,165419125,no code
7137,165426497,no code
7142,165426497,no code
7155,165425818,no code
7167,165425818,no code
7171,165428029,no code
7184,165426591,no code
7191,165426591,no code
7195,165426591,no code
7198,165426591,no code
7200,165426591,no code
7201,165426591,no code
7203,165426591,no code
7204,165426591,no code
7313,165433743,no code
7324,165432430,no code
7333,165434946,no code
7355,165435247,no code
7359,165435247,no code
7375,165435247,no code
7396,165435247,no code
7397,165435247,no code
7405,165435247,no code
7410,165433627,no code
7414,165433627,no code
7466,165440018,no code
7467,165440018,no code
7468,165440018,no code
7636,165436062,no code
7637,165436062,no code
7657,165439180,no code
7701,165439180,no code
7863,165439180,no code
7908,165439180,no code
7926,165439180,no code
8010,165439180,no code
8049,165439180,no code
8192,165439180,no code
8247,165439180,no code
8282,165439180,no code
8300,165439180,no code
8353,165439180,no code
8544,165439180,no code
8635,165444058,no code
8640,165444058,no code
8661,165444058,no code
8663,165444058,no code
8674,165444058,no code
8676,165444058,no code
8678,165444058,no code
8709,165444058,no code
8724,165444058,no code
8727,165444058,no code
8729,165444058,no code
8743,165444058,no code
8757,165444058,no code
8808,165444061,nb file
8858,165441655,no code
8892,165446407,no code
8961,165448103,no code
8967,165448103,no code
8989,165445281,no code
9080,165450355,no code
9084,165450355,no code
9085,165450355,no code
9086,165450355,no code
9088,165450355,no code
9089,165450355,no code
9090,165450355,no code
9093,165450355,no code
9101,165450355,no code
9106,165449541,no code
9143,165454933,nb file
9205,165453574,no code
9214,165453574,no code
9220,165459577,no code
9232,165459442,output_cell_prop
9232,165459442,image_prop
9248,165456076,api
9249,165456076,api
9250,165456076,api
9251,165456076,api
9252,165456076,api
9253,165456076,api
9254,165456076,api
9255,165456076,api
9256,165456076,api
9257,165456076,api
9258,165456076,api
9259,165456076,api
9260,165456076,api
9261,165456076,api
9262,165456076,api
9352,165460255,no code
9411,165461154,no code
9460,165465520,no code
9478,165465520,no code
9567,165466891,no code
9596,165469297,no code
9599,165467886,no code
9600,165467886,no code
9625,165469135,no code
9629,165469135,no code
9635,165469135,no code
9640,165469135,no code
9641,165469135,no code
9650,165469135,no code
9651,165469135,no code
9657,165469135,no code
9662,165469135,no code
9667,165469135,no code
9669,165469135,no code
9680,165469135,no code
9714,165470602,no code
9720,165471399,no code
9723,165471399,no code
9871,165474063,image_prop
9918,165473957,no code
9948,165472911,no code
9957,165472911,no code
9965,165472911,no code
9967,165472911,no code
9971,165472911,no code
9974,165472911,no code
9975,165472911,no code
9977,165472911,no code
9986,165472911,no code
10122,165474418,no code
10151,165477868,has_author
10152,165477868,has_author
10153,165477868,has_author
10154,165477868,has_author
10155,165477868,has_author
10156,165477868,has_author
10157,165477868,has_author
10170,165476260,no code
10175,165476260,no code
10179,165476260,no code
10185,165476260,no code
10199,165476260,no code
10206,165478622,no code
10207,165478622,no code
10208,165478622,no code
10210,165478622,no code
10211,165478622,no code
10214,165478622,no code
10215,165478622,no code
10250,165478290,no code
10347,165484830,no code
10349,165484830,no code
10382,165484074,no code
10445,165483871,no code
10465,165483871,no code
10483,165483871,no code
10521,165483871,no code
10540,165482480,no code
10541,165482480,no code
10553,165481123,no code
10567,165483746,no code
10621,165484872,no code
10679,165489017,no code
10681,165489017,no code
10685,165489017,no code
10690,165489017,no code
10692,165489017,no code
10765,165488655,no code
11007,165495123,no code
11011,165499518,no code
11012,165499518,no code
11067,165496951,no code
11123,165504561,no code
11299,165505916,no code
11321,165505916,no code
11335,165507532,nb file
11370,165509747,no code
11381,165510115,nb file
11389,165510115,no code
11407,165515200,no code
11414,165518328,no code
11415,165518328,no code
11416,165518328,no code
11418,165518328,no code
11441,165517797,no code
11445,165516337,no code
11447,165516337,no code
11451,165516337,no code
11495,165516468,no code
11496,165516468,no code
11497,165516468,no code
11669,165522356,no code
11730,165526971,no code
11786,165525220,no code
11791,165530003,no code
11794,165530003,no code
11806,165530037,no code
11811,165530037,no code
11812,165530037,no code
11816,165530037,no code
11820,165530037,no code
11822,165530037,no code
11828,165530037,no code
11837,165530037,no code
11871,165528779,filtered out
11872,165528779,filtered out
11873,165528779,filtered out
11874,165528779,filtered out
11908,165536433,no code
11910,165536345,no code
11913,165532157,nb file
11914,165532157,nb file
11916,165536412,no code
11917,165536427,no code
11922,165536363,no code
12011,165542314,num_commits
12026,165542314,no code
12042,165542314,no code
12047,165542314,num_commits
12048,165542314,no code
12057,165542314,no code
12059,165542314,no code
12062,165542314,no code
12065,165537090,no code
12080,165537710,no code
12101,165537710,no code
12156,165541146,no code
12157,165541146,no code
12171,165539627,no code
12217,165546349,nb file
12235,165546569,no code
12239,165546569,no code
12256,165543016,has_reqtext
12419,166611943,no code
12461,166611028,no code
12462,166611028,no code
12463,166611028,no code
12464,166611028,no code
12465,166611028,no code
12466,166611028,no code
12467,166611028,no code
12468,166611028,no code
12469,166611028,no code
12470,166611028,no code
12471,166611028,no code
12472,166611028,no code
12473,166611028,no code
12474,166611028,no code
12544,166614797,no code
12545,166614797,no code
12547,166614797,no code
12578,166613666,no code
12582,166613666,no code
12584,166613666,no code
12586,166613666,no code
12635,166620128,no code
12636,166620128,no code
12687,166618509,no code
12695,166618509,no code
12702,166618509,no code
12706,166618509,no code
12734,166618509,no code
12753,166618509,no code
12757,166618509,no code
12764,166618509,no code
12778,166618509,no code
12804,166618509,no code
12823,166618509,no code
12846,166618509,no code
12926,166623659,no code
12934,166623659,no code
12963,166621172,no code
12967,166622502,no code
12992,166621449,no code
12993,166621449,no code
12994,166621449,no code
12996,166621449,no code
12997,166621449,no code
12998,166621449,no code
13017,166623470,no code
13018,166623470,no code
13019,166623470,nb file
13020,166623470,no code
13072,166627970,no code
13111,166627184,no code
13181,166632778,no code
13184,166632778,no code
13185,166632778,no code
13186,166632778,no code
13187,166632778,no code
13191,166632778,no code
13192,166632778,no code
13348,166635487,no code
13350,166635487,no code
13351,166635487,no code
13354,166635487,no code
13360,166635487,no code
13375,166635048,no code
13485,166637996,no code
13523,166638672,no code
13568,166644375,no code
13609,166644737,no code
13630,166646422,no code
13652,166646422,no code
13685,166645311,no code
13704,166645390,no code
13758,166650451,no code
13764,166650606,no code
13766,166650606,no code
13767,166650606,no code
13779,166650606,no code
13805,166647066,nb file
13838,166652147,no code
13842,166652147,no code
13912,166654572,no code
13913,166654572,no code
13928,166654999,nb file
13969,166657726,no code
13977,166657726,no code
13978,166657726,no code
13984,166657726,no code
13993,166657726,no code
13998,166657726,no code
14004,166657726,no code
14018,166657726,no code
14028,166657726,no code
14035,166657726,no code
14066,166657726,no code
14069,166657726,no code
14070,166657726,no code
14071,166657726,no code
14088,166657726,no code
14090,166657726,no code
14135,166659871,no code
14164,166658580,no code
14172,166658580,no code
14175,166658580,no code
14219,166663710,no code
14221,166663710,no code
14238,166663710,no code
14241,166663710,no code
14244,166663710,no code
14248,166663710,no code
14252,166663710,no code
14262,166663710,no code
14270,166663710,no code
14272,166663710,no code
14273,166663710,no code
14274,166663710,no code
14278,166663710,no code
14284,166663710,no code
14399,166668819,no code
14507,166668920,no code
14521,166668662,no code
14525,166668662,no code
14530,166668662,no code
14534,166668662,no code
14536,166668662,no code
14538,166668662,no code
14625,166674309,no code
14626,166674309,no code
14630,166674309,no code
14633,166674309,no code
14634,166674309,no code
14644,166674309,no code
14650,166674309,no code
14651,166674309,no code
14653,166674309,no code
14655,166674309,no code
14656,166674309,no code
14662,166674309,no code
14668,166674309,no code
14676,166674309,no code
14690,166678316,no code
14926,166682937,api
14954,166680825,no code
14996,166680825,nb file
15165,166687815,no code
15166,166687815,no code
15262,166690924,no code
15339,166693013,no code
15393,166692447,no code
15422,166700309,no code
15445,166700309,no code
15446,166700309,no code
15457,166700309,no code
15463,166700309,no code
15469,166700309,no code
15477,166700309,no code
15512,166700309,no code
15532,166700309,no code
15549,166700309,no code
15565,166700309,no code
15571,166700309,no code
15572,166700309,no code
15641,166698830,no code
15649,166698830,no code
15650,166698830,no code
15655,166698830,no code
15666,166698830,no code
15669,166698830,no code
15723,166704669,filtered out
15724,166704669,filtered out
15761,166708639,no code
15806,166707296,no code
15807,166707296,no code
15808,166707296,no code
15812,166707296,no code
15813,166707296,no code
15821,166713236,has_reqtext
15870,166711118,no code
15874,166712592,no code
15895,166717261,filtered out
15896,166717261,filtered out
15897,166717261,filtered out
15898,166717261,filtered out
15899,166717261,filtered out
15900,166717261,filtered out
15901,166717261,filtered out
15902,166717261,filtered out
15903,166717261,filtered out
15904,166717261,filtered out
15905,166717261,filtered out
15906,166717261,filtered out
15907,166717261,filtered out
15908,166717261,filtered out
15909,166717261,filtered out
15910,166717261,filtered out
15911,166717261,filtered out
15912,166717261,filtered out
15913,166717261,filtered out
15914,166717261,filtered out
15915,166717261,filtered out
15916,166717261,filtered out
15917,166717261,filtered out
15918,166717261,filtered out
15919,166717261,filtered out
15920,166717261,filtered out
15921,166717261,filtered out
15922,166717261,filtered out
15923,166717261,filtered out
15924,166717261,filtered out
15925,166717261,filtered out
15926,166717261,filtered out
15927,166717261,filtered out
15928,166717261,filtered out
15929,166717261,filtered out
15930,166717261,filtered out
15931,166717261,filtered out
15932,166717261,filtered out
15933,166717261,filtered out
15934,166717261,filtered out
15935,166717261,filtered out
15936,166717261,filtered out
15937,166717261,filtered out
15938,166717261,filtered out
15939,166717261,filtered out
15940,166717261,filtered out
15941,166717261,filtered out
15942,166717261,filtered out
15943,166717261,filtered out
15944,166717261,filtered out
15945,166717261,filtered out
15946,166717261,filtered out
15947,166717261,filtered out
15948,166717261,filtered out
15949,166717261,filtered out
15950,166717261,filtered out
15951,166717261,filtered out
15952,166717261,filtered out
15953,166717261,filtered out
15954,166717261,filtered out
15955,166717261,filtered out
15956,166717261,filtered out
15957,166717261,filtered out
15958,166717261,filtered out
15959,166717261,filtered out
15960,166717261,filtered out
15961,166717261,filtered out
15962,166717261,filtered out
15963,166717261,filtered out
15964,166717261,filtered out
15965,166717261,filtered out
15966,166717261,filtered out
15967,166717261,filtered out
15968,166717261,filtered out
15969,166717261,filtered out
15970,166717261,filtered out
15971,166717261,filtered out
15972,166717261,filtered out
15973,166717261,filtered out
15974,166717261,filtered out
15975,166717261,filtered out
15976,166717261,filtered out
15977,166717261,filtered out
15978,166717261,filtered out
15979,166717261,filtered out
15980,166717261,filtered out
15981,166717261,filtered out
15982,166717261,filtered out
15983,166717261,filtered out
15984,166717261,filtered out
15985,166717261,filtered out
15986,166717261,filtered out
15987,166717261,filtered out
15988,166717261,filtered out
15989,166717261,filtered out
15990,166717261,filtered out
15991,166717261,filtered out
15992,166717261,filtered out
15993,166717261,filtered out
15994,166717261,filtered out
15995,166717261,filtered out
15996,166717261,filtered out
15997,166717261,filtered out
15998,166717261,filtered out
15999,166717261,filtered out
16000,166717261,filtered out
16001,166717261,filtered out
16002,166717261,filtered out
16003,166717261,filtered out
16004,166717261,filtered out
16005,166717261,filtered out
16006,166717261,filtered out
16007,166717261,filtered out
16008,166717261,filtered out
16009,166717261,filtered out
16010,166717261,filtered out
16011,166717261,filtered out
16012,166717261,filtered out
16013,166717261,filtered out
16014,166717261,filtered out
16015,166717261,filtered out
16016,166717261,filtered out
16017,166717261,filtered out
16018,166717261,filtered out
16019,166717261,filtered out
16020,166717261,filtered out
16021,166717261,filtered out
16022,166717261,filtered out
16023,166717261,filtered out
16024,166717261,filtered out
16025,166717261,filtered out
16026,166717261,filtered out
16027,166717261,filtered out
16028,166717261,filtered out
16029,166717261,filtered out
16030,166717261,filtered out
16031,166717261,filtered out
16032,166717261,filtered out
16033,166717261,filtered out
16034,166717261,filtered out
16035,166717261,filtered out
16036,166717261,filtered out
16037,166717261,filtered out
16038,166717261,filtered out
16039,166717261,filtered out
16040,166717261,filtered out
16041,166717261,filtered out
16042,166717261,filtered out
16043,166717261,filtered out
16044,166717261,filtered out
16045,166717261,filtered out
16046,166717261,filtered out
16047,166717261,filtered out
16048,166717261,filtered out
16049,166717261,filtered out
16050,166717261,filtered out
16087,166717861,no code
16127,166716518,no code
16129,166719937,no code
16190,166720166,nb file
16278,166721522,no code
16283,166722524,no code
16327,166719923,no code
16488,166723522,no code
16499,166723522,no code
16505,166723522,no code
16511,166723522,no code
16519,166723522,no code
16525,166723522,no code
16555,166723522,no code
16575,166723522,no code
16592,166723522,no code
16609,166723522,no code
16616,166723522,no code
16617,166723522,no code
16767,166730294,no code
16770,166730294,no code
16772,166730294,no code
16774,166730294,no code
16777,166730294,no code
16779,166730294,no code
16788,166730294,no code
16793,166732176,no code
16794,166732176,no code
16795,166732176,no code
16813,166727426,no code
16815,166727426,no code
16816,166727426,no code
16823,166727426,no code
16827,166730575,no code
16828,166730575,no code
16830,166730575,no code
16842,166732654,no code
16867,166732654,no code
16887,166732654,no code
16894,166732654,no code
16905,166732654,no code
16939,166735453,nb file
16957,166734177,no code
16992,166734177,no code
17009,166733765,no code
17026,166735393,no code
17027,166735393,no code
17077,166738095,nb file
17081,166738095,nb file
17086,166735662,no code
17114,166744192,no code
17127,166740766,no code
17132,166740766,no code
17133,166740766,no code
17138,166740766,no code
17230,166742266,filtered out
17262,166748522,no code
17307,166748595,no code
17311,166748709,no code
17315,166748573,no code
17321,166748683,no code
17332,166752295,no code
17338,166752295,no code
17341,166752295,no code
17342,166752295,nb file
17354,166752295,no code
17356,166752295,no code
17362,166753435,api
17468,166763808,no code
17470,166763808,no code
17471,166763808,no code
17487,166764011,nb file
17548,166757133,no code
17549,166757133,no code
17550,166757133,no code
17551,166757133,no code
17552,166757133,no code
17553,166757133,no code
17634,166771610,no code
17642,166771610,no code
17643,166771610,no code
17644,166771610,no code
17646,166771610,no code
17652,166771610,no code
17655,166771610,no code
17659,166771610,no code
17661,166771610,no code
17667,166771610,no code
17671,166771610,no code
17681,166771610,no code
17682,166771610,no code
17686,166771610,no code
17688,166771610,no code
17693,166771610,no code
17732,166767690,filtered out
17733,166767690,filtered out
17734,166767690,filtered out
17735,166767690,filtered out
17765,166765545,no code
17766,166765545,no code
17777,166764167,no code
17782,166767204,no code
17819,166773926,nb file
17845,166773215,no code
17847,166773215,no code
17864,166773215,no code
17867,166773215,no code
17876,166773215,no code
17884,166773215,no code
17886,166773215,no code
17914,166788519,no code
17921,166787691,no code
17951,166782044,no code
17978,166786455,nb file
17979,166786455,nb file
17980,166786455,nb file
18000,166786455,nb file
18084,166795988,no code
18156,166796045,nb file
18168,166791885,no code
18178,166797845,no code
18181,166797845,no code
18182,166797845,no code
18183,166797845,no code
18255,166802904,no code
18293,166806069,no code
18298,166806069,no code
18300,166806069,no code
18304,166806069,no code
18305,166806069,no code
18307,166806069,no code
18312,166806069,no code
18313,166806069,no code
18314,166806069,no code
18318,166806069,no code
18407,166810005,no code
18408,166810005,no code
18541,166808707,has_reqtext
18601,166814649,no code
18606,166814649,no code
18608,166814649,no code
18611,166814649,no code
18637,166814649,no code
18640,166814649,no code
18705,166814649,no code
18709,166814649,no code
18720,166814649,no code
18746,166814649,no code
18788,166814649,no code
18791,166814649,no code
18846,166814649,no code
18870,166821238,no code
18950,166822909,no code
18951,166822909,no code
18952,166822909,no code
18960,166821273,no code
18961,166821273,no code
18985,166821273,no code
18993,166818517,no code
19000,166818517,no code
19006,166818517,no code
19009,166818517,no code
19011,166818517,no code
19013,166818517,no code
19014,166818517,no code
19022,166818517,no code
19024,166818517,no code
19027,166818517,no code
19030,166818517,no code
19032,166818517,no code
19033,166818517,no code
19034,166818517,no code
19035,166818517,no code
19036,166818517,no code
19041,166818517,no code
19043,166818517,no code
19048,166818517,no code
19058,166818517,no code
19063,166818517,no code
19066,166818517,no code
19067,166818517,no code
19070,166818517,no code
19072,166818517,no code
19077,166818517,no code
19079,166818517,no code
19081,166818517,no code
19083,166818517,no code
19084,166818517,no code
19090,166818517,no code
19091,166818517,no code
19093,166818517,no code
19098,166818517,no code
19110,166822113,no code
19125,166816785,no code
19157,166821373,no code
19178,166816659,no code
19185,166819289,no code
19201,166830020,no code
19316,166832041,api
19317,166826854,api
19318,166826854,api
19319,166826854,api
19363,166825945,no code
19367,166825945,no code
19370,166825945,no code
19371,166825945,no code
19373,166825945,no code
19420,166841096,no code
19454,166840901,no code
19457,166838733,no code
19478,166836356,no code
19561,166848667,no code
19603,166845333,no code
19616,166842812,no code
19618,166842812,no code
19681,166851856,no code
19682,166851856,no code
19683,166851856,no code
19684,166851856,no code
19686,166851856,no code
19726,166850768,no code
19727,166850768,no code
19734,166853921,no code
19897,166858771,no code
19905,166864652,no code
19958,166859515,no code
20023,166870735,nb file
20159,166878238,nb file
20212,166885816,no code
20248,166883021,no code
20256,166886190,nb file
20292,166886190,no code
20341,166881554,no code
20351,166881554,nb file
20377,166884646,nb file
20435,166887940,no code
20466,166889227,no code
20470,166889227,no code
20525,166891866,has_author
20526,166891866,has_author
20527,166891866,has_author
20528,166891866,has_author
20529,166891866,has_author
20530,166891866,has_author
20531,166891866,has_author
20532,166891866,has_author
20533,166891866,has_author
20534,166891866,has_author
20565,166893776,no code
20569,166893776,no code
20584,166893776,no code
20589,166893776,no code
20590,166893776,no code
20597,166893776,no code
20609,166893776,no code
20649,166893449,no code
20679,166896596,no code
20681,166896596,no code
20688,166896634,no code
20834,166897738,filtered out
20835,166897738,filtered out
20836,166897738,filtered out
20839,166904627,no code
20840,166904627,no code
20844,166904627,no code
20848,166904627,no code
20857,166905484,no code
20858,166905484,no code
20868,166908020,no code
20870,166908047,no code
20899,166907479,no code
20904,166908022,no code
20907,166908021,no code
21038,166913397,no code
21055,166916673,no code
21056,166916673,no code
21061,166916181,no code
21063,166917351,no code
21069,166917351,no code
21079,166917351,no code
21089,166913635,no code
21107,166911604,no code
21116,166911604,no code
21128,166911604,no code
21145,166911604,no code
21162,166911604,no code
21317,166918670,no code
21323,166929749,no code
21328,166929749,no code
21398,166927225,no code
21460,166933193,no code
21463,166933193,no code
21589,166934772,no code
21592,166934772,no code
21593,166934772,no code
21620,166932428,no code
21683,166937472,no code
21712,166941682,nb file
21713,166941682,nb file
21748,166951265,nb file
21749,166951265,no code
21821,166948835,no code
21823,166948835,no code
21834,166948835,no code
21836,166948835,no code
21838,166948835,no code
21844,166948835,no code
21847,166948835,no code
21849,166948835,no code
21857,166948835,no code
21861,166948835,no code
21866,166948835,no code
21867,166948835,no code
21872,166948835,no code
21873,166948835,no code
21874,166948835,no code
21878,166948835,no code
21882,166948835,no code
21884,166948835,no code
21892,166948835,no code
21900,166948835,no code
21902,166948835,no code
21905,166948835,no code
21911,166948424,no code
21918,166948424,no code
21922,166948424,no code
21948,166945450,no code
21952,166951726,no code
22047,166950752,no code
22050,166960045,no code
22052,166960045,no code
22053,166960045,no code
22056,166960045,no code
22057,166960045,no code
22059,166960045,no code
22060,166960045,no code
22062,166960045,no code
22063,166960045,no code
22066,166960045,no code
22069,166960045,no code
22076,166960045,no code
22077,166960045,no code
22078,166960045,no code
22081,166960045,no code
22084,166960045,no code
22087,166960045,no code
22090,166960045,no code
22092,166960045,no code
22093,166960045,no code
22094,166960045,no code
22096,166960045,no code
22099,166960045,no code
22103,166960045,no code
22192,166958360,no code
22303,166970182,no code
22310,166970182,no code
22333,166961674,no code
22379,166970389,no code
22383,166970389,no code
22388,166970389,no code
22400,166970389,no code
22413,166962908,no code
22427,166962231,no code
22487,166971307,no code
22493,166971307,no code
22579,166975659,no code
22677,166980612,no code
22701,166985689,nb file
22813,166991468,no code
22815,166991468,no code
22818,166991468,no code
22820,166991468,no code
22822,166991468,no code
22823,166991468,no code
22824,166991468,no code
22829,166991468,no code
22832,166991468,no code
22836,166991468,no code
22837,166991468,no code
22842,166991468,no code
22845,166991468,no code
22847,166991468,no code
22848,166991468,no code
22851,166991468,no code
22853,166991468,no code
22854,166991468,no code
