,support,itemsets,length
300,0.581549815498155,"({'has_error_F', 'has_author_F', 'num_contrib_lower', 'is_education_F', 'exec_skips_lower'})",5
301,0.5778597785977859,"({'non_exec_prop_lower', 'has_author_F', 'num_commits_lower', 'num_contrib_lower', 'exec_inorder_higher'})",5
302,0.5675276752767527,"({'non_exec_prop_lower', 'has_author_F', 'num_commits_lower', 'num_contrib_lower', 'exec_skips_lower'})",5
303,0.529889298892989,"({'non_exec_prop_lower', 'has_error_F', 'has_author_F', 'num_commits_lower', 'num_contrib_lower'})",5
304,0.56309963099631,"({'has_author_F', 'num_commits_lower', 'num_contrib_lower', 'exec_inorder_higher', 'exec_skips_lower'})",5
305,0.5269372693726937,"({'has_error_F', 'has_author_F', 'num_commits_lower', 'num_contrib_lower', 'exec_inorder_higher'})",5
306,0.5232472324723247,"({'has_error_F', 'has_author_F', 'num_commits_lower', 'num_contrib_lower', 'exec_skips_lower'})",5
307,0.6442804428044281,"({'non_exec_prop_lower', 'has_author_F', 'num_contrib_lower', 'exec_inorder_higher', 'exec_skips_lower'})",5
308,0.6132841328413284,"({'non_exec_prop_lower', 'has_error_F', 'has_author_F', 'num_contrib_lower', 'exec_inorder_higher'})",5
309,0.5977859778597786,"({'non_exec_prop_lower', 'has_error_F', 'has_author_F', 'num_contrib_lower', 'exec_skips_lower'})",5
310,0.6162361623616236,"({'has_error_F', 'has_author_F', 'num_contrib_lower', 'exec_inorder_higher', 'exec_skips_lower'})",5
311,0.5586715867158671,"({'non_exec_prop_lower', 'has_author_F', 'num_commits_lower', 'exec_inorder_higher', 'is_education_F'})",5
312,0.5520295202952029,"({'non_exec_prop_lower', 'has_author_F', 'num_commits_lower', 'is_education_F', 'exec_skips_lower'})",5
313,0.5114391143911439,"({'non_exec_prop_lower', 'has_error_F', 'has_author_F', 'num_commits_lower', 'is_education_F'})",5
314,0.5461254612546126,"({'has_author_F', 'num_commits_lower', 'exec_inorder_higher', 'is_education_F', 'exec_skips_lower'})",5
315,0.5077490774907749,"({'has_error_F', 'has_author_F', 'num_commits_lower', 'exec_inorder_higher', 'is_education_F'})",5
316,0.5055350553505535,"({'has_error_F', 'has_author_F', 'num_commits_lower', 'is_education_F', 'exec_skips_lower'})",5
317,0.640590405904059,"({'non_exec_prop_lower', 'has_author_F', 'exec_inorder_higher', 'is_education_F', 'exec_skips_lower'})",5
318,0.6095940959409594,"({'non_exec_prop_lower', 'has_error_F', 'has_author_F', 'exec_inorder_higher', 'is_education_F'})",5
319,0.5948339483394834,"({'non_exec_prop_lower', 'has_error_F', 'has_author_F', 'is_education_F', 'exec_skips_lower'})",5
320,0.6125461254612546,"({'has_error_F', 'has_author_F', 'exec_inorder_higher', 'is_education_F', 'exec_skips_lower'})",5
321,0.5638376383763838,"({'non_exec_prop_lower', 'has_author_F', 'num_commits_lower', 'exec_inorder_higher', 'exec_skips_lower'})",5
322,0.5269372693726937,"({'non_exec_prop_lower', 'has_error_F', 'has_author_F', 'num_commits_lower', 'exec_inorder_higher'})",5
323,0.5247232472324723,"({'non_exec_prop_lower', 'has_error_F', 'has_author_F', 'num_commits_lower', 'exec_skips_lower'})",5
324,0.5343173431734317,"({'has_error_F', 'has_author_F', 'num_commits_lower', 'exec_inorder_higher', 'exec_skips_lower'})",5
325,0.6214022140221402,"({'non_exec_prop_lower', 'has_error_F', 'has_author_F', 'exec_inorder_higher', 'exec_skips_lower'})",5
326,0.5129151291512916,"({'non_exec_prop_lower', 'num_commits_lower', 'num_contrib_lower', 'exec_inorder_higher', 'is_education_F'})",5
327,0.5033210332103321,"({'non_exec_prop_lower', 'num_commits_lower', 'num_contrib_lower', 'is_education_F', 'exec_skips_lower'})",5
328,0.5011070110701107,"({'num_commits_lower', 'num_contrib_lower', 'exec_inorder_higher', 'is_education_F', 'exec_skips_lower'})",5
329,0.574169741697417,"({'non_exec_prop_lower', 'num_contrib_lower', 'exec_inorder_higher', 'is_education_F', 'exec_skips_lower'})",5
330,0.5409594095940959,"({'non_exec_prop_lower', 'has_error_F', 'num_contrib_lower', 'exec_inorder_higher', 'is_education_F'})",5
331,0.5261992619926199,"({'non_exec_prop_lower', 'has_error_F', 'num_contrib_lower', 'is_education_F', 'exec_skips_lower'})",5
332,0.5468634686346864,"({'has_error_F', 'num_contrib_lower', 'exec_inorder_higher', 'is_education_F', 'exec_skips_lower'})",5
333,0.5180811808118081,"({'non_exec_prop_lower', 'num_commits_lower', 'num_contrib_lower', 'exec_inorder_higher', 'exec_skips_lower'})",5
334,0.5527675276752767,"({'non_exec_prop_lower', 'has_error_F', 'num_contrib_lower', 'exec_inorder_higher', 'exec_skips_lower'})",5
335,0.5062730627306273,"({'non_exec_prop_lower', 'num_commits_lower', 'exec_inorder_higher', 'is_education_F', 'exec_skips_lower'})",5
336,0.5542435424354244,"({'non_exec_prop_lower', 'has_error_F', 'exec_inorder_higher', 'is_education_F', 'exec_skips_lower'})",5
337,0.5092250922509225,"({'non_exec_prop_lower', 'has_author_F', 'num_commits_lower', 'num_contrib_lower', 'exec_inorder_higher', 'is_education_F'})",6
338,0.5697416974169742,"({'non_exec_prop_lower', 'has_author_F', 'num_contrib_lower', 'exec_inorder_higher', 'is_education_F', 'exec_skips_lower'})",6
339,0.5380073800738008,"({'non_exec_prop_lower', 'has_error_F', 'has_author_F', 'num_contrib_lower', 'exec_inorder_higher', 'is_education_F'})",6
340,0.5232472324723247,"({'non_exec_prop_lower', 'has_error_F', 'has_author_F', 'num_contrib_lower', 'is_education_F', 'exec_skips_lower'})",6
341,0.5402214022140222,"({'has_error_F', 'has_author_F', 'num_contrib_lower', 'exec_inorder_higher', 'is_education_F', 'exec_skips_lower'})",6
342,0.5143911439114391,"({'non_exec_prop_lower', 'has_author_F', 'num_commits_lower', 'num_contrib_lower', 'exec_inorder_higher', 'exec_skips_lower'})",6
343,0.5498154981549815,"({'non_exec_prop_lower', 'has_error_F', 'has_author_F', 'num_contrib_lower', 'exec_inorder_higher', 'exec_skips_lower'})",6
344,0.5025830258302583,"({'non_exec_prop_lower', 'has_author_F', 'num_commits_lower', 'exec_inorder_higher', 'is_education_F', 'exec_skips_lower'})",6
345,0.5512915129151291,"({'non_exec_prop_lower', 'has_error_F', 'has_author_F', 'exec_inorder_higher', 'is_education_F', 'exec_skips_lower'})",6
0,0.9911439114391144,({'has_author_F'}),1
1,0.6715867158671587,({'jupyter_prop_high'}),1
2,0.9129151291512915,({'num_contrib_lower'}),1
3,0.6760147601476014,({'image_prop_low'}),1
4,0.8922509225092251,({'is_education_F'}),1
5,0.6782287822878229,({'has_comments_T'}),1
6,0.7690036900369004,({'num_commits_lower'}),1
7,0.9217712177121771,({'non_exec_prop_lower'}),1
8,0.8892988929889298,({'exec_inorder_higher'}),1
9,0.870110701107011,({'exec_skips_lower'}),1
10,0.8405904059040591,({'has_error_F'}),1
